|lat|lon|season|fishingHours|fishingDays|meanFishingHours|meanFishingDays|nCount|medianFishingHoursPerMonth|flagOne|cuantilDays|cuantilHours|decilDays|decilHours|logFishingHours|logFishingDays|lonTimesFishing|sumfishingHoursPerMonth|distance|fishingHoursTimesDistance
945|-15.3|-78.0|verano|5.7700000000000005|1.0|5.7700000000000005|1.0|5|5.7700000000000005|1|23|53|3|6|1.7526720805200082|0.0|-3.874817046922084|116.14999999999999|2.2203169944176864|4.0480873777798866e-05
946|-15.3|-77.9|verano|1.02|1.0|1.02|1.0|1|1.02|1|23|15|3|2|0.01980262729617973|0.0|-0.6840981489453295|116.14999999999999|2.1359401761519505|6.884118515347572e-06
947|-15.3|-77.8|verano|11.36|2.0|5.68|1.0|9|5.68|1|23|52|3|6|2.4300984132930052|0.6931471805599453|-3.8045975032285835|116.14999999999999|2.0478086912844167|7.35066778596898e-05
948|-15.3|-77.7|verano|2.7199999999999998|1.0|2.7199999999999998|1.0|4|2.7199999999999998|1|23|35|3|4|1.000631880307906|0.0|-1.819578131726216|116.14999999999999|1.9608162678078775|1.6852521401892362e-05
949|-15.3|-77.6|verano|9.26|1.0|9.26|1.0|7|9.26|1|23|64|3|7|2.225704048658088|0.0|-6.186620749031425|116.14999999999999|1.8751214456935814|5.4865516186285675e-05
950|-15.3|-77.4|verano|4.79|1.0|4.79|1.0|5|4.79|1|23|48|3|5|1.5665304114228238|0.0|-3.191958674128283|116.14999999999999|1.708402890450616|2.5857402329144135e-05
951|-15.3|-77.3|verano|0.42|1.0|0.42|1.0|1|0.42|1|23|6|3|1|-0.8675005677047231|0.0|-0.27951786482996127|116.14999999999999|1.6278576215689124|2.160353344404027e-06
952|-15.3|-77.2|verano|3.0100000000000002|2.0|1.5050000000000001|1.0|2|1.5050000000000001|1|23|22|3|3|1.1019400787607845|0.6931471805599453|-1.0003099440378822|116.14999999999999|1.5404590765417996|1.4651285896125546e-05
953|-15.3|-77.1|verano|0.11|1.0|0.11|1.0|1|0.11|1|23|2|3|1|-2.2072749131897207|0.0|-0.07301764959104606|116.14999999999999|1.4522968589444762|5.047858415971772e-07
954|-15.3|-76.9|verano|0.68|1.0|0.68|1.0|1|0.68|1|23|10|3|1|-0.3856624808119846|0.0|-0.45021093413689206|116.14999999999999|1.281198722486101|2.752862321327104e-06
955|-15.3|-76.6|verano|0.56|1.0|0.56|1.0|1|0.56|1|23|8|3|1|-0.579818495252942|0.0|-0.36931554024967717|116.14999999999999|1.043995290458724|1.847334957227056e-06
956|-15.3|-76.5|verano|7.8|1.0|7.8|1.0|8|7.8|1|23|60|3|6|2.0541237336955462|0.0|-5.137322427894963|116.14999999999999|0.9726654956869827|2.3972713473018865e-05
957|-15.3|-76.4|verano|17.69|1.0|17.69|1.0|17|17.69|1|23|76|3|8|2.872999508171694|0.0|-11.635953508394321|116.14999999999999|0.9067690811336753|5.068548634558729e-05
958|-15.3|-76.3|verano|5.08|1.0|5.08|1.0|7|5.08|1|23|50|3|5|1.6253112615903906|0.0|-3.33709857942316|116.14999999999999|0.8411504776792308|1.3501949836371507e-05
959|-15.3|-76.2|verano|3.44|1.0|3.44|1.0|5|3.44|1|23|40|3|4|1.235471471385307|0.0|-2.2568058544984932|116.14999999999999|0.7826379278440341|8.50703883100012e-06
960|-15.3|-76.1|verano|31.63|3.0|10.543333333333333|1.0|24|6.9399999999999995|1|24|67|3|7|3.4541060373175574|1.0986122886681098|-4.546999569522169|116.14999999999999|0.7310366600930435|7.306298819640082e-05
961|-15.3|-76.0|verano|26.0|3.0|8.666666666666666|1.0|25|7.72|1|24|63|3|7|3.258096538021482|1.0986122886681098|-5.051399052948773|116.14999999999999|0.6755513552884622|5.549972095049205e-05
962|-15.3|-75.9|verano|0.71|1.0|0.71|1.0|1|0.71|1|24|10|3|1|-0.342490308946776|0.0|-0.46396039603960404|116.14999999999999|0.626225821994393|1.4049096712706555e-06
963|-15.3|-75.8|verano|10.06|1.0|10.06|1.0|9|10.06|1|24|66|3|7|2.3085671646715933|0.0|-6.565200172191132|116.14999999999999|0.5502878800338982|1.7492303757348553e-05
964|-15.3|-75.7|verano|7.890000000000001|3.0|2.6300000000000003|1.0|13|0.61|1|24|34|3|4|2.065596134857783|1.0986122886681098|-0.3975634954799828|116.14999999999999|0.46797210440367853|1.1666915459793092e-05
965|-15.3|-75.6|verano|2.0700000000000003|2.0|1.0350000000000001|1.0|3|1.0350000000000001|1|24|15|3|2|0.7275486072772779|0.6931471805599453|-0.6736633663366338|116.14999999999999|0.38682281538192737|2.5301222678129243e-06
966|-15.3|-75.5|verano|5.17|3.0|1.7233333333333334|1.0|6|1.21|1|24|24|3|3|1.6428726885203377|1.0986122886681098|-0.7865260439087388|116.14999999999999|0.3166478967244262|5.172806496494628e-06
967|-15.3|-75.4|verano|23.65|4.0|5.9125|1.0|27|5.895|1|24|53|3|6|3.1633631149379418|1.3862943611198906|-3.82680154972019|116.14999999999999|0.2662703334958719|1.9898164149448793e-05
968|-15.3|-75.3|verano|3.85|2.0|1.925|1.0|4|1.925|1|24|27|3|3|1.3480731482996928|0.6931471805599453|-1.247976754197159|116.14999999999999|0.18941575884809242|2.304283551159648e-06
969|-15.2|-78.9|verano|1.63|1.0|1.63|1.0|1|1.63|1|24|23|3|3|0.4885800148186709|0.0|-1.2531741778319123|102.625|2.975099045611759|1.532315218857654e-05
970|-15.2|-78.8|verano|0.19|1.0|0.19|1.0|1|0.19|1|24|3|3|1|-1.6607312068216509|0.0|-0.14589037758830695|102.625|2.883529491994135|1.7311594887540817e-06
971|-15.2|-78.7|verano|3.51|1.0|3.51|1.0|4|3.51|1|24|41|3|5|1.2556160374777743|0.0|-2.6917125456760047|102.625|2.7916850745920456|3.0962257850807945e-05
972|-15.2|-78.6|verano|11.27|2.0|5.635|1.0|7|5.635|1|24|52|3|6|2.422144328051685|0.6931471805599453|-4.315819732034104|102.625|2.7002310189500367|9.615766746230414e-05
973|-15.2|-78.2|verano|0.57|1.0|0.57|1.0|1|0.57|1|24|8|3|1|-0.5621189181535413|0.0|-0.43433861144945185|102.625|2.341413153567733|4.217081471661234e-06
974|-15.2|-78.0|verano|0.34|1.0|0.34|1.0|1|0.34|1|24|5|3|1|-1.0788096613719298|0.0|-0.2584165651644336|102.625|2.167417716015993|2.328523460208963e-06
975|-15.2|-77.8|verano|4.59|1.0|4.59|1.0|5|4.59|1|24|47|3|5|1.5238800240724537|0.0|-3.4796784409257002|102.625|1.9982951623071044|2.8982203695601688e-05
976|-15.2|-77.6|verano|2.31|1.0|2.31|1.0|2|2.31|1|24|31|3|4|0.8372475245337022|0.0|-1.746708891595615|102.625|1.8244019392940756|1.3316545798464132e-05
977|-15.2|-77.5|verano|1.53|1.0|1.53|1.0|1|1.53|1|24|22|3|3|0.4252677354043441|0.0|-1.1554202192448235|102.625|1.7377348578249796|8.40105882394348e-06
978|-15.2|-77.3|verano|0.08|1.0|0.08|1.0|1|0.08|1|24|1|3|1|-2.5257286443082556|0.0|-0.06025822168087698|102.625|1.569166159493632|3.9665963009368024e-07
979|-15.2|-77.2|verano|4.73|1.0|4.73|1.0|3|4.73|1|24|48|3|5|1.5539252025038417|0.0|-3.5581583434835573|102.625|1.487804569189115|2.223648361523829e-05
980|-15.2|-77.0|verano|0.76|1.0|0.76|1.0|1|0.76|1|24|11|3|2|-0.2744368457017603|0.0|-0.570231425091352|102.625|1.3168721147097024|3.162396172031234e-06
981|-15.2|-76.9|verano|1.61|1.0|1.61|1.0|2|1.61|1|24|23|3|3|0.4762341789963717|0.0|-1.20642143727162|102.625|1.2289443301061345|6.251974071567732e-06
982|-15.2|-76.6|verano|1.99|1.0|1.99|1.0|3|1.99|1|24|28|3|3|0.688134638736401|0.0|-1.4853495736906213|102.625|0.9791629928157995|6.156971587122823e-06
983|-15.2|-76.5|verano|11.06|2.0|5.53|1.0|10|5.53|1|24|52|3|6|2.403334996094189|0.6931471805599453|-4.122241169305725|102.625|0.9027248564762144|3.154783856546176e-05
984|-15.2|-76.4|verano|29.98|4.0|7.495|1.0|30|7.24|1|24|59|3|6|3.4005304926744517|1.3862943611198906|-5.389875761266748|102.625|0.8313026924652703|7.874987943831717e-05
985|-15.2|-76.3|verano|7.87|1.0|7.87|1.0|9|7.87|1|24|60|3|6|2.063058062429312|0.0|-5.851215590742997|102.625|0.7655743765957663|1.9037994792683183e-05
986|-15.2|-76.2|verano|26.74|2.0|13.37|1.0|17|13.37|1|24|72|3|8|3.286160571673797|0.6931471805599453|-9.927347137637028|102.625|0.7007796558833609|5.921094198999884e-05
987|-15.2|-76.1|verano|15.21|3.0|5.07|1.0|12|6.71|1|24|50|3|5|2.7219531062712017|1.0986122886681098|-4.975697929354445|102.625|0.6450427319953274|3.1001077028088155e-05
988|-15.2|-76.0|verano|3.93|2.0|1.965|1.0|4|1.965|1|24|27|3|3|1.3686394258811698|0.6931471805599453|-1.4552009744214374|102.625|0.5926770461220846|7.359863165843464e-06
989|-15.2|-75.9|verano|13.03|3.0|4.343333333333333|1.0|14|4.88|1|24|46|3|5|2.567254391136754|1.0986122886681098|-3.6091790499390988|102.625|0.5380233579501964|2.215157591391912e-05
990|-15.2|-75.8|verano|19.93|3.0|6.6433333333333335|1.0|19|6.5600000000000005|1|24|56|3|6|2.9922261342247034|1.0986122886681098|-4.8452911084043855|102.625|0.49019085344384294|3.0869641369872134e-05
991|-15.2|-75.7|verano|31.990000000000002|3.0|10.663333333333334|1.0|29|10.24|1|24|67|3|7|3.4654233539614268|1.0986122886681098|-7.553403166869671|102.625|0.4115186174403302|4.1597076594144596e-05
992|-15.2|-75.6|verano|8.61|2.0|4.305|1.0|9|4.305|1|24|46|3|5|2.152924318439639|0.6931471805599453|-3.1713325213154686|102.625|0.3292838586705286|8.958445908405885e-06
993|-15.2|-75.5|verano|69.6|7.0|13.919999999999998|1.4|57|2.08|1|76|72|8|8|4.242764567340374|1.9459101490553132|-1.530231425091352|102.625|0.2462882264745966|5.4164155089853305e-05
994|-15.2|-75.4|verano|4.8|2.0|2.4|1.0|7|2.4|1|24|32|3|4|1.5686159179138452|0.6931471805599453|-1.7633130328867235|102.625|0.1768951398427955|2.682972493801012e-06
995|-15.1|-78.8|verano|3.87|1.0|3.87|1.0|4|3.87|1|24|43|3|5|1.3532545070416904|0.0|-1.7616567739699323|173.1075|2.8441755099149484|3.477974868677556e-05
996|-15.1|-78.7|verano|20.68|1.0|20.68|1.0|19|20.68|1|24|78|3|8|3.0291670496402285|0.0|-9.401764799329897|173.1075|2.7518834152630784|0.00017982068480887014
997|-15.1|-78.6|verano|9.16|2.0|4.58|1.0|10|4.58|1|25|47|3|5|2.214846178686039|0.6931471805599453|-2.0795632771543695|173.1075|2.660148554348036|7.699463168886375e-05
998|-15.1|-77.9|verano|6.18|2.0|3.09|1.0|7|3.09|1|25|38|3|4|1.8213182714695995|0.6931471805599453|-1.3905290065421778|173.1075|2.0305993094896904|3.965261115340554e-05
999|-15.1|-77.8|verano|0.46|1.0|0.46|1.0|1|0.46|1|25|6|3|1|-0.7765287894989963|0.0|-0.2067385872940225|173.1075|1.944498792928393|2.826341214224584e-06
1000|-15.1|-77.6|verano|8.14|1.0|8.14|1.0|7|8.14|1|25|61|3|7|2.096790180014449|0.0|-3.648969570931358|173.1075|1.7766709193601307|4.569729367744188e-05
1001|-15.1|-77.5|verano|0.2|1.0|0.2|1.0|1|0.2|1|25|3|3|1|-1.6094379124341003|0.0|-0.08953973686870875|173.1075|1.68881154546622|1.0672600840734703e-06
1002|-15.1|-77.4|verano|0.43|1.0|0.43|1.0|1|0.43|1|25|6|3|1|-0.843970070294529|0.0|-0.1922620337073784|173.1075|1.6010510410664671|2.17536789558068e-06
1003|-15.1|-77.3|verano|0.96|1.0|0.96|1.0|1|0.96|1|25|14|3|2|-0.040821994520255166|0.0|-0.4286815995840735|173.1075|1.5148083826345808|4.595026440635478e-06
1004|-15.1|-77.2|verano|0.26|1.0|0.26|1.0|1|0.26|1|25|4|3|1|-1.3470736479666092|0.0|-0.11595107086636919|173.1075|1.4303581495905173|1.1751064895375497e-06
1005|-15.1|-77.1|verano|4.9399999999999995|2.0|2.4699999999999998|1.0|4|2.4699999999999998|1|25|32|3|4|1.597365331199831|0.6931471805599453|-1.100108314197825|173.1075|1.348037253231523|2.1042044031014423e-05
1006|-15.1|-77.0|verano|34.8|2.0|34.8|2.0|26|17.4|1|84|85|9|9|3.5496173867804286|0.6931471805599453|-7.739699319786838|173.1075|1.2682603975919147|0.00013945906763954255
1007|-15.1|-76.9|verano|4.45|2.0|2.225|1.0|4|2.225|1|25|30|3|3|1.4929040961781488|0.6931471805599453|-0.9884176017792414|173.1075|1.1828517094293842|1.6632188361019235e-05
1008|-15.1|-76.8|verano|0.41|1.0|0.41|1.0|1|0.41|1|25|6|3|1|-0.8915981192837836|0.0|-0.18189853125947747|173.1075|1.0932932664660466|1.4163794335530523e-06
1009|-15.1|-76.7|verano|14.23|1.0|14.23|1.0|18|14.23|1|25|73|3|8|2.655352412101761|0.0|-6.304989674046475|173.1075|1.0057048108167765|4.5220411455786804e-05
1010|-15.1|-76.6|verano|20.16|1.0|20.16|1.0|19|20.16|1|25|78|3|8|3.0037004432031678|0.0|-8.920791993414497|173.1075|0.9206487747778704|5.864670128177726e-05
1011|-15.1|-76.5|verano|20.44|2.0|10.22|1.0|22|10.22|1|25|66|3|7|3.017493765335504|0.6931471805599453|-4.516442095229843|173.1075|0.8388958019325179|5.418112202311854e-05
1012|-15.1|-76.4|verano|4.88|4.0|1.22|1.0|7|1.4|1|25|19|3|2|1.5851452198650557|1.3862943611198906|-0.6178819519662638|173.1075|0.7615104506833825|1.1742343258574366e-05
1013|-15.1|-76.3|verano|0.02|1.0|0.02|1.0|1|0.02|1|25|1|3|1|-3.912023005428146|0.0|-0.00881533151365481|173.1075|0.6899638878231228|4.360290636943029e-08
1014|-15.1|-76.2|verano|13.17|2.0|6.585|1.0|11|4.1625|1|25|56|3|6|2.5779415157551897|0.6931471805599453|-1.8322862960876913|173.1075|0.6242292256054678|2.5976997634968363e-05
1015|-15.1|-76.0|verano|12.29|2.0|6.145|1.0|13|6.145|1|25|54|3|6|2.5087859235779435|0.6931471805599453|-2.6978611556402816|173.1075|0.5079986204705641|1.972756566951891e-05
1016|-15.1|-75.9|verano|0.33|1.0|0.33|1.0|1|0.33|1|25|5|3|1|-1.1086626245216111|0.0|-0.14469043802261605|173.1075|0.4532483656892794|4.726169232920344e-07
1017|-15.1|-75.8|verano|17.58|4.0|4.395|1.0|18|2.775|1|25|46|3|5|2.866761892257031|1.3862943611198906|-1.2151119968805513|173.1075|0.4026485509175004|2.2366812296820067e-05
1018|-15.1|-75.7|verano|10.04|3.0|3.3466666666666662|1.0|10|3.95|1|25|39|3|4|2.306577114263583|1.0986122886681098|-1.727337059341739|173.1075|0.3513617406605418|1.1146724432688092e-05
1019|-15.1|-75.6|verano|117.16|8.0|29.29|2.0|101|32.19|1|84|83|9|9|4.763540521959532|2.0794415416798357|-14.058108400849184|173.1075|0.27177025738663996|0.00010060981968438924
1020|-15.1|-75.5|verano|38.0|3.0|12.666666666666666|1.0|31|12.35|1|25|71|3|8|3.6375861597263857|1.0986122886681098|-5.386392848374565|173.1075|0.18987785109320976|2.279906236692746e-05
1021|-15.0|-79.0|verano|1.13|1.0|1.13|1.0|1|1.13|1|25|17|3|2|0.12221763272424911|0.0|-0.6413305075613348|139.195|2.9961425752457056|1.0697936147556316e-05
1022|-15.0|-78.9|verano|1.39|1.0|1.39|1.0|1|1.39|1|25|21|3|3|0.3293037471426003|0.0|-0.7878946801250045|139.195|2.9017922618960856|1.2745010583849961e-05
1023|-15.0|-78.8|verano|6.11|1.0|6.11|1.0|4|6.11|1|25|54|3|6|1.809926773183504|0.0|-3.4589460828334353|139.195|2.8078330312181947|5.420902185265545e-05
1024|-15.0|-78.7|verano|8.73|1.0|8.73|1.0|10|8.73|1|25|63|3|7|2.166765369851511|0.0|-4.935888501742161|139.195|2.7143054970286573|7.487417529810366e-05
1025|-15.0|-78.6|verano|3.6399999999999997|2.0|1.8199999999999998|1.0|4|1.8199999999999998|1|25|25|3|3|1.2919836816486492|0.6931471805599453|-1.027709328639678|139.195|2.621255869082594|3.014878963517511e-05
1026|-15.0|-78.5|verano|0.61|1.0|0.61|1.0|1|0.61|1|25|8|3|1|-0.4942963218147801|0.0|-0.344013793598908|139.195|2.5287369043061743|4.87407899562326e-06
1027|-15.0|-78.4|verano|6.4|1.0|6.4|1.0|7|6.4|1|25|55|3|6|1.8562979903656263|0.0|-3.604727181292432|139.195|2.436809046930022|4.9278848862053536e-05
1028|-15.0|-78.3|verano|0.99|1.0|0.99|1.0|3|0.99|1|25|14|3|2|-0.01005033585350145|0.0|-0.5568950034124789|139.195|2.3452627903286176|7.33644708850157e-06
1029|-15.0|-78.2|verano|2.8400000000000003|3.0|0.9466666666666668|1.0|5|0.81|1|25|13|3|2|1.0438040521731147|1.0986122886681098|-0.4550594489744604|139.195|2.253441713401968|2.022198348014776e-05
1030|-15.0|-78.1|verano|0.79|1.0|0.79|1.0|1|0.79|1|25|11|3|2|-0.23572233352106983|0.0|-0.44325586407557743|139.195|2.162346307995082|5.3977332990267355e-06
1031|-15.0|-78.0|verano|0.83|1.0|0.83|1.0|1|0.83|1|25|12|3|2|-0.18632957819149348|0.0|-0.4651029131793527|139.195|2.0720722853462394|5.434280809316656e-06
1032|-15.0|-77.8|verano|2.49|1.0|2.49|1.0|3|2.49|1|25|33|3|4|0.9122827104766164|0.0|-1.391731024821294|139.195|1.8944570609280058|1.4905384898609201e-05
1033|-15.0|-77.3|verano|0.82|1.0|0.82|1.0|3|0.82|1|25|11|3|2|-0.19845093872383832|0.0|-0.45537555228276877|139.195|1.4652666774686425|3.7965542280263404e-06
1034|-15.0|-77.2|verano|37.64|3.0|18.82|1.5|28|18.82|1|77|77|8|8|3.6280673147171787|1.0986122886681098|-10.437903660332628|139.195|1.3777831600437018|0.00016386627029353856
1035|-15.0|-77.1|verano|2.4400000000000004|3.0|0.8133333333333335|1.0|5|1.03|1|25|11|3|2|0.8919980393051107|1.0986122886681098|-0.5705161823341356|139.195|1.292117036533452|9.962096882328945e-06
1036|-15.0|-77.0|verano|14.260000000000002|2.0|7.130000000000001|1.0|14|4.7425|1|25|58|3|6|2.65745841498615|0.6931471805599453|-2.623459894392758|139.195|1.2086548043589624|5.4460407942839316e-05
1037|-15.0|-76.8|verano|1.14|1.0|1.14|1.0|2|1.14|1|26|17|3|2|0.131028262406404|0.0|-0.6289881102051079|139.195|1.0503321162851296|3.7834724725344117e-06
1038|-15.0|-76.7|verano|12.66|4.0|3.165|1.0|15|1.5499999999999998|1|26|38|3|4|2.5384474167160302|1.3862943611198906|-0.854089586551241|139.195|0.9593102556003499|3.837530807508191e-05
1039|-15.0|-76.6|verano|19.130000000000003|3.0|6.376666666666668|1.0|20|2.0|1|26|55|3|6|2.951257783452162|1.0986122886681098|-1.1006142462013722|139.195|0.8697287890486288|5.2572411422222e-05
1040|-15.0|-76.5|verano|10.56|4.0|2.64|1.0|13|0.64|1|26|34|3|4|2.3570732782781154|1.3862943611198906|-0.3517367721541722|139.195|0.7826750069473297|2.611586806512025e-05
1041|-15.0|-76.4|verano|24.86|3.0|8.286666666666667|1.0|18|7.6899999999999995|1|26|62|3|7|3.213260086082565|1.0986122886681098|-4.220812529185674|139.195|0.6990938180959754|5.4915591786760355e-05
1042|-15.0|-76.3|verano|17.75|3.0|5.916666666666667|1.0|13|3.21|1|26|53|3|6|2.8763855159214247|1.0986122886681098|-1.7595675132009052|139.195|0.6203903339833715|3.479545036166979e-05
1043|-15.0|-76.2|verano|22.41|1.0|22.41|1.0|16|22.41|1|26|79|3|8|3.1095072878128356|0.0|-12.26798376378462|139.195|0.5486676284418496|3.8851722305039305e-05
1044|-15.0|-76.1|verano|8.9|3.0|2.966666666666667|1.0|9|2.66|1|26|37|3|4|2.186051276738094|1.0986122886681098|-1.454262006537591|139.195|0.4829286967037642|1.3581011016830346e-05
1045|-15.0|-76.0|verano|20.88|2.0|10.44|1.0|24|8.4925|1|26|67|3|7|3.038791763014438|0.6931471805599453|-4.636876324580625|139.195|0.4221470432207244|2.785180385643252e-05
1046|-15.0|-75.9|verano|2.1|2.0|1.05|1.0|2|1.05|1|26|15|3|2|0.7419373447293773|0.6931471805599453|-0.5725421171737491|139.195|0.37197661001735005|2.468277639406057e-06
1047|-15.0|-75.8|verano|29.8|3.0|9.933333333333334|1.0|27|4.84|1|26|66|3|7|3.3945083935113587|1.0986122886681098|-2.6356693846761736|139.195|0.3151116143796242|2.9671517402144435e-05
1048|-15.0|-75.7|verano|89.86|7.0|22.465|1.75|52|20.7|1|81|80|9|8|4.498252903642014|1.9459101490553132|-11.25751643377995|139.195|0.2680779514732815|7.611786393787423e-05
1049|-15.0|-75.6|verano|51.7|6.0|10.34|1.2|42|1.31|1|73|67|8|7|3.9454577815143836|1.791759469228055|-0.7114910736736234|139.195|0.2159237661768629|3.527362322571535e-05
1050|-15.0|-75.5|verano|3.9899999999999998|1.0|3.9899999999999998|1.0|3|3.9899999999999998|1|26|44|3|5|1.3837912309017721|0.0|-2.164194116167966|139.195|0.13048782625211228|1.6451366366873455e-06
1051|-14.9|-78.9|verano|0.56|1.0|0.56|1.0|1|0.56|1|26|8|3|1|-0.579818495252942|0.0|-0.24957424274518114|177.0375|2.8696672858016137|5.077835830411535e-06
1052|-14.9|-78.8|verano|2.96|1.0|2.96|1.0|3|2.96|1|26|37|3|4|1.085189268335969|0.0|-1.317506178069618|177.0375|2.7746203940719454|2.595101610027727e-05
1053|-14.9|-78.7|verano|4.180000000000001|2.0|2.0900000000000003|1.0|3|2.0900000000000003|1|26|29|3|3|1.4303112465366652|0.6931471805599453|-0.9290856456965334|177.0375|2.679934016202635|3.539643021298296e-05
1054|-14.9|-78.6|verano|7.6899999999999995|2.0|3.8449999999999998|1.0|7|3.8449999999999998|1|26|43|3|5|2.0399207835175526|0.6931471805599453|-1.7070790086846006|177.0375|2.585647758531689|6.282822387886064e-05
1055|-14.9|-78.5|verano|3.25|1.0|3.25|1.0|3|3.25|1|26|39|3|4|1.1786549963416462|0.0|-1.4410788674715809|177.0375|2.491807041325627|2.5589208424611807e-05
1056|-14.9|-78.4|verano|3.7600000000000002|1.0|3.7600000000000002|1.0|4|3.7600000000000002|1|26|42|3|5|1.3244189574018033|0.0|-1.6650935536256446|177.0375|2.3984641609163146|2.84957544820773e-05
1057|-14.9|-78.3|verano|1.06|1.0|1.06|1.0|1|1.06|1|26|16|3|2|0.058268908123975824|0.0|-0.46881592882863804|177.0375|2.3056795812081012|7.722606402444253e-06
1058|-14.9|-78.2|verano|11.18|1.0|11.18|1.0|10|11.18|1|26|68|3|7|2.414126467726953|0.0|-4.9383661653604465|177.0375|2.2135235104240456|7.819608762412338e-05
1059|-14.9|-78.1|verano|2.5700000000000003|1.0|2.5700000000000003|1.0|2|2.5700000000000003|1|26|33|3|4|0.9439058989071285|0.0|-1.133754148132458|177.0375|2.1220778334453136|1.7232707404933443e-05
1060|-14.9|-77.6|verano|3.9799999999999995|1.0|3.9799999999999995|1.0|4|3.9799999999999995|1|26|44|3|5|1.3812818192963463|0.0|-1.744534350067076|177.0375|1.6710306866422213|2.101486378540446e-05
1061|-14.9|-77.5|verano|5.62|1.0|5.62|1.0|5|5.62|1|26|52|3|6|1.7263316639055997|0.0|-2.460213231659959|177.0375|1.5843249526848937|2.8134529697784772e-05
1062|-14.9|-77.4|verano|0.44000000000000006|1.0|0.44000000000000006|1.0|2|0.44000000000000006|1|26|6|3|1|-0.8209805520698301|0.0|-0.19236602414742643|177.0375|1.4992756770187414|2.084458503780369e-06
1063|-14.9|-77.3|verano|15.5|1.0|15.5|1.0|21|15.5|1|26|74|3|8|2.740840023925201|0.0|-6.767775188872413|177.0375|1.4161813286793414|6.936008941758885e-05
1064|-14.9|-77.2|verano|71.53|4.0|35.765|2.0|58|35.765|1|84|86|9|9|4.270116942120293|1.3862943611198906|-15.59589352538304|177.0375|1.3306571444590862|0.0003007554300092754
1065|-14.9|-77.0|verano|14.86|3.0|4.953333333333333|1.0|16|5.35|1|26|49|3|5|2.698673039289613|1.0986122886681098|-2.326908140930594|177.0375|1.154646455024222|5.421593075009437e-05
1066|-14.9|-76.9|verano|0.74|1.0|0.74|1.0|1|0.74|1|26|11|3|2|-0.3011050927839216|0.0|-0.3214347242815788|177.0375|1.0698076631338984|2.501476954244206e-06
1067|-14.9|-76.8|verano|0.65|1.0|0.65|1.0|2|0.65|1|26|9|3|1|-0.4307829160924542|0.0|-0.28197415801736925|177.0375|0.987809919012761|2.0288307627599516e-06
1068|-14.9|-76.7|verano|1.16|1.0|1.16|1.0|2|1.16|1|26|18|3|2|0.14842000511827322|0.0|-0.5025601920497069|177.0375|0.9094220340963848|3.333362486304041e-06
1069|-14.9|-76.6|verano|31.75|2.0|15.875|1.0|38|15.875|1|26|74|3|8|3.457892725338701|0.6931471805599453|-6.86874249805832|177.0375|0.8278056332859753|8.304838455993902e-05
1070|-14.9|-76.5|verano|12.610000000000001|2.0|6.305000000000001|1.0|14|6.305000000000001|1|26|55|3|6|2.534490149976828|0.6931471805599453|-2.7244651556873545|177.0375|0.7358085121143971|2.931831293978455e-05
1071|-14.9|-76.4|verano|9.92|1.0|9.92|1.0|9|4.96|1|26|66|3|7|2.2945529212967815|0.0|-2.1404730636164655|177.0375|0.6461935983124631|2.025505400015873e-05
1072|-14.9|-76.3|verano|4.640000000000001|1.0|4.640000000000001|1.0|5|4.640000000000001|1|26|47|3|5|1.534714366238164|0.0|-1.9997571136058747|177.0375|0.5601054958666264|8.211961348174938e-06
1073|-14.9|-76.2|verano|4.25|3.0|1.4166666666666667|1.0|6|0.56|1|26|21|3|3|1.4469189829363254|1.0986122886681098|-0.24103367930523198|177.0375|0.4794477724424254|6.4385684507623425e-06
1074|-14.9|-76.1|verano|12.610000000000001|2.0|6.305000000000001|1.0|15|3.6500000000000004|1|26|55|3|6|2.534490149976828|0.6931471805599453|-1.5689613782390737|177.0375|0.4074581776084488|1.6235183698366292e-05
1075|-14.9|-76.0|verano|32.75|3.0|16.375|1.5|25|8.1875|1|77|75|8|8|3.488902962081261|1.0986122886681098|-3.5147920638282852|177.0375|0.3417281464848926|3.536316580424314e-05
1076|-14.9|-75.9|verano|51.910000000000004|6.0|10.382000000000001|1.2|38|6.69|1|73|67|8|7|3.9495114498391377|1.791759469228055|-2.8681550518957852|177.0375|0.28567352734103774|4.685760727041717e-05
1077|-14.9|-75.8|verano|110.84|8.0|22.168|1.6|93|5.92|1|80|79|8|8|4.7080877199947775|2.0794415416798357|-2.534694626844595|177.0375|0.23307726414975732|8.163107406328347e-05
1078|-14.9|-75.7|verano|17.88|1.0|17.88|1.0|13|17.88|1|26|76|3|8|2.883682769745368|0.0|-7.64536327049354|177.0375|0.17906684193749503|1.0116767534238482e-05
1079|-14.9|-75.6|verano|1.89|1.0|1.89|1.0|1|1.89|1|27|26|3|3|0.636576829071551|0.0|-0.8070832450751959|177.0375|0.13480590392826594|8.050628733873511e-07
1080|-14.8|-79.1|verano|1.95|1.0|1.95|1.0|3|1.95|1|27|27|3|3|0.6678293725756554|0.0|-1.5314490906984823|100.71833333333333|3.0335666024005365|1.8691632242311654e-05
1081|-14.8|-78.7|verano|0.5|1.0|0.5|1.0|1|0.5|1|27|7|3|1|-0.6931471805599453|0.0|-0.39069351822739984|100.71833333333333|2.648893793869431|4.184982363390839e-06
1082|-14.8|-78.6|verano|2.05|1.0|2.05|1.0|3|2.05|1|27|29|3|3|0.7178397931503168|0.0|-1.5998080455395407|100.71833333333333|2.553461636915649|1.6540258034262557e-05
