|lat|lon|season|fishingHours|fishingDays|meanFishingHours|meanFishingDays|nCount|medianFishingHoursPerMonth|flagOne|cuantilDays|cuantilHours|decilDays|decilHours|logFishingHours|logFishingDays|lonTimesFishing|sumfishingHoursPerMonth|distance|fishingHoursTimesDistance
2100|-10.9|-78.6|verano|160.01999999999998|12.0|20.002499999999998|1.5|135|8.785|1|78|78|8|8|5.075298807421977|2.4849066497880004|-2.655551780941332|260.02166666666665|0.8593747354908678|0.0004345261622386293
2101|-10.9|-78.5|verano|246.19|13.0|35.17|1.8571428571428572|219|23.76|1|82|86|9|9|5.506103595541204|2.5649493574615367|-7.1730945498131575|260.02166666666665|0.7764515026709693|0.000604009577476991
2102|-10.9|-78.4|verano|392.8|21.0|49.1|2.625|286|33.74|1|90|90|9|9|5.973300576480311|3.044522437723423|-10.17305993731292|260.02166666666665|0.6898792126162462|0.0008562559849406053
2103|-10.9|-78.3|verano|252.98|16.0|31.6225|2.0|228|12.368333333333332|1|84|84|9|9|5.533310434219396|2.772588722239781|-3.724460782114311|260.02166666666665|0.603794522090433|0.0004826523652131638
2104|-10.9|-78.2|verano|376.23|20.0|47.02875|2.5|378|20.57416666666667|1|89|89|9|9|5.930200658504068|2.995732273553991|-6.18756065199695|260.02166666666665|0.5186828014307072|0.0006166153791148052
2105|-10.9|-78.1|verano|385.53999999999996|20.0|48.192499999999995|2.5|381|23.557499999999997|1|89|90|9|9|5.954644948969445|2.995732273553991|-7.07572093351195|260.02166666666665|0.4394654121771124|0.0005353690057819971
2106|-10.9|-78.0|verano|489.97|24.0|69.99571428571429|3.4285714285714284|440|19.093333333333334|1|94|95|10|10|6.194344164740581|3.1780538303479458|-5.72752270644113|260.02166666666665|0.36357955608092096|0.0005628958240226319
2107|-10.9|-77.9|verano|500.11|24.0|71.44428571428571|3.4285714285714284|387|30.603333333333335|1|94|95|10|10|6.214828074225741|3.1780538303479458|-9.168465448392123|260.02166666666665|0.2870231562086964|0.00045356711186573384
2108|-10.9|-77.8|verano|471.74|23.0|67.39142857142858|3.2857142857142856|254|22.54|1|94|94|10|10|6.156427986355729|3.1354942159291497|-6.744099530167357|260.02166666666665|0.20155988216904241|0.0003004456223216353
2109|-10.8|-80.6|verano|2.79|1.0|2.79|1.0|3|2.79|1|44|35|5|4|1.0260415958332743|0.0|-0.8119025411744885|276.97166666666664|2.627673352987385|2.3165125754629826e-05
2110|-10.8|-80.3|verano|4.66|1.0|4.66|1.0|4|4.66|1|44|47|5|5|1.5390154481375546|0.0|-1.3510334992147213|276.97166666666664|2.341420291575174|3.447659573263293e-05
2111|-10.8|-80.0|verano|7.109999999999999|1.0|7.109999999999999|1.0|6|7.109999999999999|1|44|58|5|6|1.9615022438151495|0.0|-2.053639662299995|276.97166666666664|2.057237706683403|4.621821393311848e-05
2112|-10.8|-79.9|verano|2.04|1.0|2.04|1.0|2|2.04|1|44|28|5|3|0.712949807856125|0.0|-0.5884934078696378|276.97166666666664|1.963556207955354|1.2657052662835907e-05
2113|-10.8|-79.7|verano|7.0|1.0|7.0|1.0|6|7.0|1|44|57|5|6|1.9459101490553132|0.0|-2.014285456394457|276.97166666666664|1.7782589748965132|3.9332552519054653e-05
2114|-10.8|-79.6|verano|9.99|1.0|9.99|1.0|8|4.995|1|44|66|5|7|2.301584592660462|0.0|-1.4355331171058412|276.97166666666664|1.6868701733684108|5.3248359139759445e-05
2115|-10.8|-79.5|verano|5.38|1.0|5.38|1.0|5|2.69|1|44|51|5|6|1.682688374173693|0.0|-0.772118688433835|276.97166666666664|1.5965140092714472|2.714026547306538e-05
2116|-10.8|-79.4|verano|16.16|4.0|4.04|1.0|16|3.9525|1|44|44|5|5|2.7825390530929495|1.3862943611198906|-1.1330707713785406|276.97166666666664|1.5073761912011234|7.69701069047873e-05
2117|-10.8|-79.3|verano|3.9|2.0|1.95|1.0|4|1.95|1|44|27|5|3|1.3609765531356006|0.6931471805599453|-0.558306204605766|276.97166666666664|1.4196862265303503|1.7495085042656827e-05
2118|-10.8|-79.2|verano|0.58|1.0|0.58|1.0|1|0.58|1|44|8|5|1|-0.5447271754416722|0.0|-0.16585089930979705|276.97166666666664|1.3337297259190104|2.4443022428329535e-06
2119|-10.8|-79.1|verano|0.59|2.0|0.295|1.0|4|0.16999999999999998|1|44|4|5|1|-0.527632742082372|0.6931471805599453|-0.048550092368052085|276.97166666666664|1.2498643853634606|2.330096924742316e-06
2120|-10.8|-79.0|verano|22.81|4.0|5.7025|1.0|21|2.8975|1|44|52|5|6|3.1271990362962967|1.3862943611198906|-0.8264473502103105|276.97166666666664|1.1592522335108908|8.35530501241118e-05
2121|-10.8|-78.9|verano|140.8|10.0|23.46666666666667|1.6666666666666667|109|7.105|1|81|80|9|8|4.9473404437239425|2.302585092994046|-2.023977783527798|276.97166666666664|1.0703082457404505|0.00047617940501748935
2122|-10.8|-78.8|verano|689.78|33.0|114.96333333333332|5.5|325|41.4875|1|99|99|10|10|6.5363727061711305|3.4965075614664802|-11.803427546740641|276.97166666666664|0.9834905901430813|0.002143580950564338
2123|-10.8|-78.7|verano|564.96|30.0|70.62|3.75|285|3.365|1|96|95|10|10|6.336754932180076|3.4011973816621555|-0.9561465372511029|276.97166666666664|0.8964607954060242|0.00160032460894389
2124|-10.8|-78.6|verano|134.82|11.0|16.8525|1.375|134|5.94|1|76|75|8|8|4.903940555425293|2.3978952727983707|-1.6856742266056097|276.97166666666664|0.809094529520494|0.0003446772899121071
2125|-10.8|-78.5|verano|262.81|15.0|32.85125|1.875|225|14.91|1|83|85|9|9|5.571431337636887|2.70805020110221|-4.225829356793414|276.97166666666664|0.7222332974877347|0.0005997613497915059
2126|-10.8|-78.4|verano|680.04|32.0|85.005|4.0|445|14.993333333333334|1|97|97|10|10|6.522151619969528|3.4657359027997265|-4.244034588375467|276.97166666666664|0.637160055245157|0.0013691217882453573
2127|-10.8|-78.3|verano|518.88|25.0|64.86|3.125|429|24.68|1|93|94|10|10|6.251672642559008|3.2188758248682006|-6.977045786873507|276.97166666666664|0.5540372983834226|0.0009083746715318799
2128|-10.8|-78.2|verano|589.12|30.0|73.64|3.75|516|33.125|1|96|95|10|10|6.378629898044713|3.4011973816621555|-9.352490928675016|276.97166666666664|0.46682341579061465|0.0008689914047555785
2129|-10.8|-78.1|verano|416.32|23.0|52.04|2.875|366|22.04|1|91|91|10|10|6.03145419532414|3.1354942159291497|-6.214801754692116|276.97166666666664|0.38073874306752903|0.0005008566318716444
2130|-10.8|-78.0|verano|601.78|29.0|85.96857142857142|4.142857142857143|507|24.723333333333333|1|97|97|10|10|6.399891930011259|3.367295829986474|-6.962517224986912|276.97166666666664|0.29844907186989583|0.0005675015663737828
2131|-10.8|-77.9|verano|731.44|34.0|104.49142857142859|4.857142857142857|509|36.925|1|99|99|10|10|6.595015193856171|3.5263605246161616|-10.385385388397129|276.97166666666664|0.2224906595792321|0.0005142207201195715
2132|-10.8|-77.8|verano|203.9|13.0|25.4875|1.625|74|6.842499999999999|1|80|81|8|9|5.31762967758041|2.5649493574615367|-1.9220251168892122|276.97166666666664|0.15153313894986364|9.763014341960483e-05
2133|-10.7|-80.7|verano|1.5|1.0|1.5|1.0|2|1.5|1|44|22|5|3|0.4054651081081644|0.0|-0.3889573180528036|311.21666666666664|2.6762473608020687|1.2684594638277909e-05
2134|-10.7|-80.5|verano|1.08|1.0|1.08|1.0|1|1.08|1|44|16|5|2|0.0769610411361284|0.0|-0.2793552187650619|311.21666666666664|2.496081716651124|8.518078470959464e-06
2135|-10.7|-80.4|verano|5.0600000000000005|1.0|5.0600000000000005|1.0|6|5.0600000000000005|1|44|49|5|5|1.6213664832993744|0.0|-1.307205055427623|311.21666666666664|2.4060314316317686|3.8468999851984876e-05
2136|-10.7|-80.3|verano|3.0|1.0|3.0|1.0|3|3.0|1|44|37|5|4|1.0986122886681098|0.0|-0.7740588014780699|311.21666666666664|2.311485939823122|2.1911473945329096e-05
2137|-10.7|-79.5|verano|6.3500000000000005|1.0|6.3500000000000005|1.0|4|6.3500000000000005|1|44|55|5|6|1.8484548129046003|0.0|-1.622101429872008|311.21666666666664|1.5550700890313558|3.120202462476348e-05
2138|-10.7|-79.4|verano|11.049999999999999|3.0|3.683333333333333|1.0|10|2.99|1|45|41|5|5|2.4024304279637616|1.0986122886681098|-0.7628318963208913|311.21666666666664|1.4634100525143334|5.1096057744276374e-05
2139|-10.7|-79.3|verano|0.21|1.0|0.21|1.0|1|0.21|1|45|3|5|1|-1.5606477482646683|0.0|-0.053509345043645906|311.21666666666664|1.3729147758692026|9.110075071467721e-07
2140|-10.7|-79.2|verano|4.53|2.0|2.265|1.0|6|2.265|1|45|31|5|4|1.5107219394949427|0.6931471805599453|-0.576408718470519|311.21666666666664|1.2838305892133888|1.837659326924419e-05
2141|-10.7|-79.1|verano|22.03|1.0|22.03|1.0|22|22.03|1|45|79|5|8|3.092405160814252|0.0|-5.599227762009319|311.21666666666664|1.1964727250547669|8.328683945788171e-05
2142|-10.7|-79.0|verano|196.04999999999998|9.0|98.02499999999999|4.5|127|86.67249999999999|1|98|98|10|10|5.27836972873834|2.1972245773362196|-22.001159428051196|311.21666666666664|1.1112483888852178|0.0006883939944942034
2143|-10.7|-78.9|verano|96.42|7.0|24.105|1.75|87|19.035|1|82|81|9|9|4.568713648977476|1.9459101490553132|-4.825774647887325|311.21666666666664|1.0265280029789736|0.00031274977809456276
2144|-10.7|-78.8|verano|262.41|16.0|43.73500000000001|2.6666666666666665|139|5.475|1|90|89|9|9|5.569908166099873|2.772588722239781|-1.3862689444652707|311.21666666666664|0.9356568499722455|0.0007758112350386554
2145|-10.7|-78.7|verano|152.75|9.0|25.458333333333332|1.5|123|17.665|1|78|81|8|9|5.028802598051705|2.1972245773362196|-4.467098484442778|311.21666666666664|0.8468457598051697|0.0004087376260331813
2146|-10.7|-78.6|verano|114.62|10.0|14.3275|1.25|105|6.39|1|74|73|8|8|4.741622309123591|2.302585092994046|-1.6138403041825096|311.21666666666664|0.7608164962065326|0.0002755493599522769
2147|-10.7|-78.5|verano|185.21|12.0|23.15125|1.5|177|16.513333333333332|1|78|80|8|8|5.221490316434711|2.4849066497880004|-4.165254645745194|311.21666666666664|0.6728952055855331|0.0003937956800734608
2148|-10.7|-78.4|verano|513.85|25.0|64.23125|3.125|371|27.33|1|93|94|10|10|6.2419313940710826|3.2188758248682006|-6.88482407754512|311.21666666666664|0.5863275174337318|0.0009519973066949547
2149|-10.7|-78.3|verano|267.09999999999997|15.0|33.387499999999996|1.875|239|21.03333333333333|1|83|85|9|9|5.587623120115915|2.70805020110221|-5.291843838697584|311.21666666666664|0.49906806750182015|0.00042120425785623674
2150|-10.7|-78.2|verano|236.87|15.0|29.60875|1.875|228|10.7625|1|83|83|9|9|5.46751146743449|2.70805020110221|-2.7043137149895573|311.21666666666664|0.4164383940032481|0.0003116878727573722
2151|-10.7|-78.1|verano|322.43|17.0|46.06142857142857|2.4285714285714284|256|17.305|1|88|89|9|9|5.775886058412575|2.833213344056216|-4.342699619771863|311.21666666666664|0.33043808497205474|0.0003366546533451961
2152|-10.7|-78.0|verano|647.6500000000001|30.0|92.52142857142859|4.285714285714286|461|32.265|1|98|98|10|10|6.473350426976265|3.4011973816621555|-8.086552776736465|311.21666666666664|0.2437676367677097|0.0004988563431886553
2153|-10.7|-77.9|verano|71.83|6.0|14.366|1.2|45|4.585|1|73|73|8|8|4.27430221608671|1.791759469228055|-1.1476618647244687|311.21666666666664|0.1581576697476366|3.589675624153842e-05
2154|-10.7|-77.8|verano|3.4|2.0|1.7|1.0|3|1.7|1|45|24|5|3|1.2237754316221157|0.6931471805599453|-0.4249772398650458|311.21666666666664|0.08254752328204253|8.868334106712785e-07
2155|-10.6|-81.6|verano|1.86|1.0|1.86|1.0|1|1.86|1|45|26|5|3|0.62057648772511|0.0|-0.6268174074647669|242.13750000000002|3.467949386438613|2.0381905170013854e-05
2156|-10.6|-81.4|verano|1.49|1.0|1.49|1.0|1|1.49|1|45|22|5|3|0.3987761199573678|0.0|-0.5008972174900624|242.13750000000002|3.292334116732393|1.5500626536826212e-05
2157|-10.6|-81.3|verano|0.9|1.0|0.9|1.0|1|0.9|1|45|13|5|2|-0.10536051565782628|0.0|-0.30218367663001394|242.13750000000002|3.1974248914087116|9.09289011798313e-06
2158|-10.6|-81.2|verano|1.66|1.0|1.66|1.0|2|1.66|1|45|23|5|3|0.5068176023684519|0.0|-0.5566754426720355|242.13750000000002|3.1028354671493696|1.6275184367691445e-05
2159|-10.6|-81.1|verano|1.08|1.0|1.08|1.0|1|1.08|1|45|16|5|2|0.0769610411361284|0.0|-0.3617283568220535|242.13750000000002|3.0085960074759117|1.026707447441998e-05
2160|-10.6|-81.0|verano|1.1|1.0|1.1|1.0|1|1.1|1|45|17|5|2|0.09531017980432493|0.0|-0.3679727427597956|242.13750000000002|2.9147404577766487|1.0130984625866895e-05
2161|-10.6|-80.9|verano|0.07|1.0|0.07|1.0|1|0.07|1|45|1|5|1|-2.659260036932778|0.0|-0.023387538072376236|242.13750000000002|2.821307132553997|6.240329025755178e-07
2162|-10.6|-80.8|verano|4.12|1.0|4.12|1.0|4|4.12|1|45|45|5|5|1.415853163361435|0.0|-1.3748221568323782|242.13750000000002|2.7283394100074885|3.551850635555372e-05
2163|-10.6|-80.7|verano|2.0300000000000002|1.0|2.0300000000000002|1.0|3|2.0300000000000002|1|45|28|5|3|0.7080357930536961|0.0|-0.6765618708378505|242.13750000000002|2.6358865560186837|1.6907594945456953e-05
2164|-10.6|-80.6|verano|1.3|1.0|1.3|1.0|2|1.3|1|45|19|5|2|0.26236426446749106|0.0|-0.43272933766971244|242.13750000000002|2.5440047044374734|1.0450097545339808e-05
2165|-10.6|-80.3|verano|10.17|1.0|10.17|1.0|5|10.17|1|45|66|5|7|2.3194422100604686|0.0|-3.3726746166950594|242.13750000000002|2.2724757284072385|7.302629853534475e-05
2166|-10.6|-79.6|verano|0.56|2.0|0.28|1.0|2|0.28|1|45|4|5|1|-0.579818495252942|0.6931471805599453|-0.09204687419338185|242.13750000000002|1.6137852960663543|2.855570344165511e-06
2167|-10.6|-79.5|verano|7.78|1.0|7.78|1.0|5|7.78|1|45|60|5|6|2.0515563381903004|0.0|-2.5543750967941765|242.13750000000002|1.5190882073796732|3.734407196440382e-05
2168|-10.6|-79.4|verano|35.44|3.0|17.72|1.5|30|17.72|1|78|76|8|8|3.56784112573688|1.0986122886681098|-5.810615869082649|242.13750000000002|1.4251157783843407|0.0001595889964074413
2169|-10.6|-79.3|verano|13.52|1.0|13.52|1.0|15|13.52|1|45|72|5|8|2.604170070614818|0.0|-4.427798255123638|242.13750000000002|1.3320213893928219|5.6904547245719195e-05
2170|-10.6|-79.2|verano|0.21|1.0|0.21|1.0|1|0.21|1|45|3|5|1|-1.5606477482646683|0.0|-0.06868824531516184|242.13750000000002|1.2400028152387388|8.228128165132696e-07
2171|-10.6|-79.1|verano|61.61|5.0|20.536666666666665|1.6666666666666667|55|1.64|1|81|78|9|8|4.120824195026479|1.6094379124341003|-0.5357451861029373|242.13750000000002|1.1493184857992933|0.00022374363154151124
2172|-10.6|-79.0|verano|247.07|13.0|61.7675|3.25|151|7.8975|1|94|93|10|10|5.50967169728727|2.5649493574615367|-2.5766455010066593|242.13750000000002|1.0603107949087345|0.0008277749507722733
2173|-10.6|-78.9|verano|236.54999999999998|12.0|78.85|4.0|127|12.040000000000001|1|97|96|10|10|5.466159602077157|2.4849066497880004|-3.92320892055134|242.13750000000002|0.9734397679363643|0.0007275973670850563
2174|-10.6|-78.8|verano|444.33|23.0|74.05499999999999|3.8333333333333335|258|17.76|1|96|96|10|10|6.0965675296069906|3.1354942159291497|-5.779724330184296|242.13750000000002|0.8893317613804141|0.001248614923952107
2175|-10.6|-78.7|verano|139.52999999999997|12.0|17.441249999999997|1.5|133|10.2175|1|78|76|8|8|4.938279631904115|2.4849066497880004|-3.3209116720871403|242.13750000000002|0.8033353850665336|0.00035417962455406085
2176|-10.6|-78.6|verano|307.82|17.0|38.4775|2.125|236|13.590000000000002|1|86|87|9|9|5.729515196551808|2.833213344056216|-4.411435651231222|242.13750000000002|0.7120686349643447|0.0006925924808057374
2177|-10.6|-78.5|verano|471.11|24.0|58.88875|3.0|329|22.831666666666667|1|92|92|10|10|6.155091612396437|3.1780538303479458|-7.401934162751879|242.13750000000002|0.6234867608057075|0.0009281296372243493
2178|-10.6|-78.4|verano|518.6|26.0|64.825|3.25|452|28.677500000000002|1|94|94|10|10|6.251132873104564|3.258096538021482|-9.285286252645708|242.13750000000002|0.5389153374139576|0.0008831045819348711
2179|-10.6|-78.3|verano|156.51|10.0|22.358571428571427|1.4285714285714286|151|7.883333333333333|1|77|79|8|8|5.053119905702411|2.302585092994046|-2.5492333901192503|242.13750000000002|0.44937062398425176|0.0002222316198909657
2180|-10.6|-78.2|verano|163.31|11.0|23.330000000000002|1.5714285714285714|175|7.63|1|79|80|8|8|5.095650235088652|2.3978952727983707|-2.464161891487275|242.13750000000002|0.3635165831048263|0.00018758412779621965
2181|-10.6|-78.1|verano|509.78|25.0|72.82571428571428|3.5714285714285716|389|27.84|1|95|95|10|10|6.2339792601014485|3.2188758248682006|-8.979625212947187|242.13750000000002|0.2766169481430945|0.0004455748406416369
2182|-10.6|-78.0|verano|384.59000000000003|20.0|54.941428571428574|2.857142857142857|277|18.77|1|91|91|10|10|5.952177831776605|2.995732273553991|-6.046399256620721|242.13750000000002|0.20053261081430512|0.00024369245195158062
2183|-10.6|-77.9|verano|0.07|1.0|0.07|1.0|1|0.07|1|45|1|5|1|-2.659260036932778|0.0|-0.02252026224768985|242.13750000000002|0.10687061336027695|2.3638255575126803e-08
2184|-10.5|-81.0|verano|3.87|1.0|3.87|1.0|3|3.87|1|45|43|5|5|1.3532545070416904|0.0|-1.805104875977139|173.6575|2.8811993919546817|3.5232491953940974e-05
2185|-10.5|-80.8|verano|6.36|1.0|6.36|1.0|7|6.36|1|45|55|5|6|1.8500283773520307|0.0|-2.9592041806429323|173.6575|2.6924772861066093|5.4108842783508886e-05
2186|-10.5|-80.7|verano|1.96|1.0|1.96|1.0|2|1.96|1|45|27|5|3|0.6729444732424258|0.0|-0.9108273469328996|173.6575|2.5987489174985794|1.6094573581692947e-05
2187|-10.5|-80.6|verano|6.6|1.0|6.6|1.0|5|6.6|1|45|56|5|6|1.8870696490323797|0.0|-3.0632710939636927|173.6575|2.505505525078721|5.225145426627653e-05
2188|-10.5|-80.5|verano|5.96|2.0|2.98|1.0|5|2.98|1|45|37|5|4|1.7850704810772584|0.6931471805599453|-1.3813972906439398|173.6575|2.4128033355829115|4.5438843186181054e-05
2189|-10.5|-80.4|verano|7.01|2.0|3.505|1.0|7|3.505|1|45|40|5|4|1.9473377010464987|0.6931471805599453|-1.6227459222895644|173.6575|2.320707206047339|5.1404063417085356e-05
2190|-10.5|-80.0|verano|0.67|1.0|0.67|1.0|2|0.67|1|45|9|5|1|-0.40047756659712525|0.0|-0.30865352777737787|173.6575|1.9600841655908599|4.149622644319354e-06
2191|-10.5|-79.9|verano|3.59|2.0|1.795|1.0|5|1.795|1|45|25|5|3|1.2781522025001875|0.6931471805599453|-0.8258814044887206|173.6575|1.8685842903117897|2.119660095097015e-05
2192|-10.5|-79.8|verano|5.22|1.0|5.22|1.0|6|5.22|1|45|50|5|5|1.6524974018945473|0.0|-2.398721621582713|173.6575|1.7735803477711365|2.9253676392515364e-05
2193|-10.5|-79.7|verano|2.7|2.0|1.35|1.0|3|1.35|1|45|20|5|2|0.9932517730102834|0.6931471805599453|-0.6195816477837123|173.6575|1.6791567079936298|1.4325641372548515e-05
2194|-10.5|-79.6|verano|0.58|1.0|0.58|1.0|1|0.58|1|45|8|5|1|-0.5447271754416722|0.0|-0.2658566431049623|173.6575|1.5854170586946448|2.9055650459636413e-06
2195|-10.5|-79.5|verano|11.120000000000001|3.0|3.706666666666667|1.0|11|5.0200000000000005|1|45|42|5|5|2.4087452888224363|1.0986122886681098|-2.2981443358334657|173.6575|1.4889643991042867|5.2317644580553376e-05
2196|-10.5|-79.4|verano|31.049999999999997|4.0|10.35|1.3333333333333333|26|4.02|1|76|67|8|7|3.4355988083794875|1.3862943611198906|-1.8380317579142853|173.6575|1.3929612276729046|0.0001366657580753924
2197|-10.5|-79.3|verano|16.13|4.0|4.0325|1.0|17|1.9249999999999998|1|45|44|5|5|2.7806808921371173|1.3862943611198906|-0.8790435195715703|173.6575|1.2975619375582748|6.613350598296355e-05
2198|-10.5|-79.2|verano|1.21|1.0|1.21|1.0|1|1.21|1|45|18|5|2|0.1906203596086497|0.0|-0.5518448670515238|173.6575|1.2029102135238516|4.5991509575726585e-06
2199|-10.5|-79.1|verano|29.79|3.0|9.93|1.0|27|8.53|1|45|66|5|7|3.394172766725191|1.0986122886681098|-3.885366310121935|173.6575|1.1091974494200663|0.00010440912289497935
2200|-10.5|-79.0|verano|79.67999999999999|6.0|19.919999999999998|1.5|65|8.0775|1|78|77|8|8|4.378018613276343|1.791759469228055|-3.6746037458791014|173.6575|1.0166833242460471|0.0002559729700787043
2201|-10.5|-78.9|verano|412.82000000000005|21.0|82.56400000000001|4.2|205|14.615|1|98|97|10|10|6.023011662606112|3.044522437723423|-6.6402170939924865|173.6575|0.9257272718247007|0.0012075437366508026
2202|-10.5|-78.8|verano|298.36|16.0|42.62285714285714|2.2857142857142856|228|11.845|1|87|88|9|9|5.698300811086963|2.772588722239781|-5.374867195485366|173.6575|0.8368374882855035|0.0007889342449709879
2203|-10.5|-78.7|verano|90.6|9.0|12.942857142857141|1.2857142857142858|86|6.13|1|74|71|8|8|4.506454213048934|2.1972245773362196|-2.778060262297914|173.6575|0.7507482812501131|0.000214922372593887
2204|-10.5|-78.6|verano|203.14999999999998|13.0|25.393749999999997|1.625|177|15.675|1|80|81|8|9|5.313944622433736|2.5649493574615367|-7.09474108518204|173.6575|0.6685424308149707|0.0004291458180256306
2205|-10.5|-78.5|verano|311.1|17.0|44.44285714285714|2.4285714285714284|271|29.02|1|88|89|9|9|5.740114403903592|2.833213344056216|-13.1181780228323|173.6575|0.5804616618692349|0.000570601138624746
2206|-10.5|-78.4|verano|317.54999999999995|18.0|39.693749999999994|2.25|218|6.4275|1|87|87|9|9|5.760635286248983|2.8903717578961645|-2.9017808041691264|173.6575|0.4884974318253884|0.0004901550527074622
2207|-10.5|-78.3|verano|132.35999999999999|9.0|16.544999999999998|1.125|123|9.2975|1|72|75|8|8|4.885525483053411|2.1972245773362196|-4.192126743734074|173.6575|0.40040447162837|0.0001674614160902863
2208|-10.5|-78.2|verano|219.58999999999997|13.0|31.369999999999997|1.8571428571428572|200|4.55|1|82|84|9|9|5.3917621712579|2.5649493574615367|-2.048918129075911|173.6575|0.3163668087837285|0.0002195141672335413
2209|-10.5|-78.1|verano|156.55|10.0|22.364285714285717|1.4285714285714286|161|10.834999999999999|1|77|79|8|8|5.053375447772415|2.302585092994046|-4.872887724400039|173.6575|0.22600875580383364|0.00011179887113462963
2210|-10.5|-78.0|verano|3.18|1.0|3.18|1.0|4|1.59|1|45|38|5|4|1.1568811967920856|0.0|-0.7141643752789255|173.6575|0.13991494891656137|1.405886692722342e-06
2211|-10.4|-81.0|verano|2.01|1.0|2.01|1.0|2|2.01|1|46|28|5|3|0.6981347220709843|0.0|-0.45564306420730294|357.31916666666666|2.845681353788574|1.807346438203401e-05
2212|-10.4|-80.8|verano|0.81|1.0|0.81|1.0|1|0.81|1|46|11|5|2|-0.21072103131565253|0.0|-0.1831639780495029|357.31916666666666|2.659893218946958|6.807823741973047e-06
2213|-10.4|-80.7|verano|2.29|1.0|2.29|1.0|3|2.29|1|46|31|5|4|0.8285518175661483|0.0|-0.5171930790166588|357.31916666666666|2.564974451373744|1.85599844463638e-05
2214|-10.4|-80.5|verano|7.57|2.0|3.785|1.0|8|3.785|1|46|42|5|5|2.0241930674493576|0.6931471805599453|-0.852718041526833|357.31916666666666|2.3763875812249196|5.684237763885691e-05
2215|-10.4|-80.4|verano|7.82|1.0|7.82|1.0|6|7.82|1|46|60|5|6|2.05668455455722|0.0|-1.7595697590622765|357.31916666666666|2.2828228000000452|5.640765383547243e-05
2216|-10.4|-80.2|verano|2.7600000000000002|2.0|1.3800000000000001|1.0|4|1.0225|1|46|20|5|2|1.0152306797290587|0.6931471805599453|-0.22949930384366915|357.31916666666666|2.09747561039456|1.8292163878058995e-05
2217|-10.4|-80.0|verano|6.2299999999999995|1.0|6.2299999999999995|1.0|4|6.2299999999999995|1|46|54|5|6|1.8293763327993617|0.0|-1.3948314182232038|357.31916666666666|1.9150790939801985|3.7699348404181664e-05
2218|-10.4|-79.9|verano|2.06|1.0|2.06|1.0|2|2.06|1|46|29|5|3|0.7227059828014898|0.0|-0.4606357994603332|357.31916666666666|1.825264346937187|1.1880974755094003e-05
2219|-10.4|-79.8|verano|4.27|2.0|2.135|1.0|5|2.135|1|46|29|5|3|1.451613827240533|0.6931471805599453|-0.4768090152827887|357.31916666666666|1.7365632543043192|2.34302846119484e-05
2220|-10.4|-79.7|verano|3.32|2.0|1.66|1.0|4|1.66|1|46|23|5|3|1.199964782928397|0.6931471805599453|-0.37026281359102386|357.31916666666666|1.648007053989759|1.7288456914269357e-05
2221|-10.4|-79.6|verano|8.77|3.0|2.9233333333333333|1.0|10|2.84|1|46|36|5|4|2.1713368063840917|1.0986122886681098|-0.6326668734534717|357.31916666666666|1.5523875965750238|4.301885425775582e-05
2222|-10.4|-79.5|verano|9.620000000000001|2.0|4.8100000000000005|1.0|9|4.8100000000000005|1|46|48|5|5|2.263844264677615|0.6931471805599453|-1.0701776889475563|357.31916666666666|1.4573562536318962|4.429960796388367e-05
2223|-10.4|-79.4|verano|23.18|2.0|11.59|1.0|24|11.59|1|46|69|5|7|3.1432898379116057|0.6931471805599453|-2.5754174022757437|357.31916666666666|1.3630360413430054|9.983431746767249e-05
2224|-10.4|-79.3|verano|8.05|2.0|4.025|1.0|7|4.025|1|46|44|5|5|2.0856720914304723|0.6931471805599453|-0.8932700223656256|357.31916666666666|1.2695854638424267|3.2293632864951055e-05
2225|-10.4|-79.2|verano|6.28|3.0|2.0933333333333333|1.0|7|2.65|1|46|29|5|3|1.8373699804801074|1.0986122886681098|-0.5873740330190329|357.31916666666666|1.1731917924192952|2.3280255464451108e-05
2226|-10.4|-79.1|verano|93.29|6.0|23.3225|1.5|81|8.49|1|78|80|8|8|4.53571292097287|1.791759469228055|-1.8794373844112289|357.31916666666666|1.0768959939566964|0.0003174445946351722
2227|-10.4|-79.0|verano|339.28|17.0|67.856|3.4|244|30.8|1|94|94|10|10|5.826825725166335|2.833213344056216|-6.809598328291934|357.31916666666666|0.9813414195885106|0.0010520526410619628
2228|-10.4|-78.9|verano|371.42|18.0|92.855|4.5|242|70.36500000000001|1|98|98|10|10|5.917333497764907|2.8903717578961645|-15.537365520554689|357.31916666666666|0.8867677158083753|0.0010407208159022019
2229|-10.4|-78.8|verano|423.68|20.0|70.61333333333333|3.3333333333333335|341|40.1875|1|94|95|10|10|6.048978453308589|2.995732273553991|-8.862594832351096|357.31916666666666|0.7935256654954461|0.00106232651993977
2230|-10.4|-78.7|verano|440.72|23.0|55.09|2.875|314|21.9375|1|91|91|10|10|6.088409753164461|3.1354942159291497|-4.8317622200507016|357.31916666666666|0.7021459832541942|0.0009777982531375623
2231|-10.4|-78.6|verano|450.38|24.0|64.34|3.4285714285714284|354|51.85|1|94|94|10|10|6.110091670866193|3.1780538303479458|-11.405517476205913|357.31916666666666|0.6134614754000369|0.0008730225735550604
