lat|lon|season_year|season|fishingHours|nCount|nMonths|fishingDays|logFishingHours|logFishinDays|flagOne
-17.0|-72.2|2021|verano|5.6899999999999995|5|1|1.0|1.7387102481382395|0.0|1
-17.0|-72.2|2023|verano|21.45|19|2|1.0|3.065724645374026|0.0|1
-17.0|-72.2|2024|verano|24.470000000000002|10|3|2.0|3.1974478774545805|0.6931471805599453|1
-17.0|-72.1|2018|verano|58.97|10|3|3.0|4.077028840012413|1.0986122886681098|1
-17.0|-72.1|2019|verano|0.72|1|1|1.0|-0.3285040669720361|0.0|1
-17.0|-72.1|2021|verano|17.62|4|2|1.0|2.8690346205080335|0.0|1
-17.0|-72.1|2023|verano|43.24|8|3|2.0|3.7667659927710075|0.6931471805599453|1
-17.0|-72.1|2024|verano|1.46|2|2|1.0|0.37843643572024505|0.0|1
-17.0|-72.0|2018|verano|15.68|2|1|1.0|2.7523860149222616|0.0|1
-17.0|-72.0|2021|verano|6.2700000000000005|3|2|1.0|1.8357763546448294|0.0|1
-17.0|-72.0|2024|verano|2.03|2|1|1.0|0.7080357930536959|0.0|1
-16.9|-76.5|2018|verano|4.16|3|1|1.0|1.425515074273172|0.0|1
-16.9|-75.9|2022|verano|1.93|1|1|1.0|0.6575200029167941|0.0|1
-16.9|-75.4|2019|verano|0.02|1|1|1.0|-3.912023005428146|0.0|1
-16.9|-75.0|2023|verano|1.99|3|1|1.0|0.688134638736401|0.0|1
-16.9|-74.9|2022|verano|1.09|2|1|1.0|0.08617769624105241|0.0|1
-16.9|-74.8|2023|verano|0.31|1|1|1.0|-1.171182981502945|0.0|1
-16.9|-74.7|2023|verano|2.74|4|1|1.0|1.007957920399979|0.0|1
-16.9|-74.5|2023|verano|0.11|1|1|1.0|-2.2072749131897207|0.0|1
-16.9|-74.4|2023|verano|12.72|12|2|1.0|2.543175557911976|0.0|1
-16.9|-74.3|2020|verano|0.7|1|1|1.0|-0.35667494393873245|0.0|1
-16.9|-74.3|2023|verano|46.269999999999996|36|2|2.0|3.834493802918908|0.6931471805599453|1
-16.9|-74.2|2022|verano|4.05|2|1|1.0|1.3987168811184478|0.0|1
-16.9|-74.2|2023|verano|78.71|66|1|4.0|4.3657702121543585|1.3862943611198906|1
-16.9|-74.1|2022|verano|8.5|5|1|1.0|2.1400661634962708|0.0|1
-16.9|-74.1|2023|verano|77.05|49|1|4.0|4.344454561766125|1.3862943611198906|1
-16.9|-74.1|2024|verano|0.33|1|1|1.0|-1.1086626245216111|0.0|1
-16.9|-74.0|2022|verano|11.629999999999999|9|1|1.0|2.453587966530573|0.0|1
-16.9|-74.0|2023|verano|37.05|41|2|2.0|3.6122683517420957|0.6931471805599453|1
-16.9|-73.9|2022|verano|24.92|19|1|2.0|3.2156706939192525|0.6931471805599453|1
-16.9|-73.9|2023|verano|5.140000000000001|9|2|1.0|1.637053079467074|0.0|1
-16.9|-73.8|2022|verano|0.86|1|1|1.0|-0.15082288973458366|0.0|1
-16.9|-73.8|2024|verano|1.3|3|1|1.0|0.26236426446749106|0.0|1
-16.9|-73.7|2023|verano|0.28|1|1|1.0|-1.2729656758128873|0.0|1
-16.9|-73.6|2023|verano|12.82|10|2|1.0|2.551006451492524|0.0|1
-16.9|-73.5|2021|verano|2.42|3|1|1.0|0.883767540168595|0.0|1
-16.9|-73.5|2022|verano|4.630000000000001|3|1|1.0|1.532556868098143|0.0|1
-16.9|-73.5|2023|verano|11.47|7|2|1.0|2.4397349311412793|0.0|1
-16.9|-73.5|2024|verano|0.14|1|1|1.0|-1.9661128563728327|0.0|1
-16.9|-73.4|2021|verano|0.63|1|1|1.0|-0.4620354595965587|0.0|1
-16.9|-73.4|2022|verano|2.51|1|1|1.0|0.9202827531436925|0.0|1
-16.9|-73.4|2023|verano|10.53|10|2|1.0|2.354228326145884|0.0|1
-16.9|-73.3|2022|verano|1.71|4|1|1.0|0.5364933705145685|0.0|1
-16.9|-73.3|2023|verano|0.53|1|1|1.0|-0.6348782724359695|0.0|1
-16.9|-73.2|2022|verano|1.1|1|1|1.0|0.09531017980432493|0.0|1
-16.9|-73.2|2023|verano|9.51|9|2|1.0|2.252343876557299|0.0|1
-16.9|-73.1|2023|verano|0.63|1|1|1.0|-0.4620354595965587|0.0|1
-16.9|-73.0|2024|verano|1.3099999999999998|2|1|1.0|0.27002713721306004|0.0|1
-16.9|-72.9|2020|verano|0.61|1|1|1.0|-0.4942963218147801|0.0|1
-16.9|-72.9|2024|verano|2.24|2|1|1.0|0.8064758658669485|0.0|1
-16.9|-72.8|2017|verano|1.92|2|1|1.0|0.6523251860396901|0.0|1
-16.9|-72.8|2018|verano|2.14|4|1|1.0|0.7608058290337602|0.0|1
-16.9|-72.8|2022|verano|2.4299999999999997|2|1|1.0|0.887891257352457|0.0|1
-16.9|-72.7|2017|verano|7.07|3|1|1.0|1.9558604799084813|0.0|1
-16.9|-72.7|2018|verano|4.11|5|1|1.0|1.4134230285081433|0.0|1
-16.9|-72.7|2020|verano|0.03|1|1|1.0|-3.506557897319982|0.0|1
-16.9|-72.7|2021|verano|3.05|3|1|1.0|1.1151415906193203|0.0|1
-16.9|-72.6|2017|verano|1.55|3|1|1.0|0.4382549309311553|0.0|1
-16.9|-72.6|2018|verano|46.74|33|1|2.0|3.844600329110712|0.6931471805599453|1
-16.9|-72.6|2020|verano|0.71|1|1|1.0|-0.342490308946776|0.0|1
-16.9|-72.6|2021|verano|8.64|10|2|1.0|2.1564025828159643|0.0|1
-16.9|-72.6|2023|verano|0.75|1|1|1.0|-0.2876820724517809|0.0|1
-16.9|-72.5|2017|verano|1.16|1|1|1.0|0.14842000511827322|0.0|1
-16.9|-72.5|2018|verano|23.11|18|1|1.0|3.1402654242862895|0.0|1
-16.9|-72.5|2021|verano|5.909999999999999|6|2|1.0|1.7766458314180067|0.0|1
-16.9|-72.5|2023|verano|0.13|2|2|1.0|-2.0402208285265546|0.0|1
-16.9|-72.4|2018|verano|18.66|16|1|1.0|2.926382195419198|0.0|1
-16.9|-72.4|2020|verano|0.24|1|1|1.0|-1.4271163556401458|0.0|1
-16.9|-72.4|2021|verano|20.1|16|2|1.0|3.0007198150650303|0.0|1
-16.9|-72.4|2023|verano|2.71|5|2|1.0|0.9969486348916096|0.0|1
-16.9|-72.3|2021|verano|0.25|1|1|1.0|-1.3862943611198906|0.0|1
-16.9|-72.3|2023|verano|2.84|3|1|1.0|1.0438040521731147|0.0|1
-16.9|-72.3|2024|verano|0.19|1|1|1.0|-1.6607312068216509|0.0|1
-16.8|-77.9|2023|verano|0.13|1|1|1.0|-2.0402208285265546|0.0|1
-16.8|-76.5|2018|verano|5.99|8|1|1.0|1.7900914121273581|0.0|1
-16.8|-75.6|2019|verano|4.7|6|1|1.0|1.547562508716013|0.0|1
-16.8|-75.5|2019|verano|23.689999999999998|19|1|1.0|3.165053018170694|0.0|1
-16.8|-75.4|2019|verano|8.36|9|1|1.0|2.1234584270966104|0.0|1
-16.8|-75.4|2021|verano|2.3|2|1|1.0|0.8329091229351039|0.0|1
-16.8|-75.3|2019|verano|1.47|1|1|1.0|0.3852624007906449|0.0|1
-16.8|-75.0|2023|verano|1.91|4|1|1.0|0.6471032420585384|0.0|1
-16.8|-74.9|2023|verano|10.75|9|1|1.0|2.3749057545736716|0.0|1
-16.8|-74.8|2020|verano|0.49|1|1|1.0|-0.7133498878774648|0.0|1
-16.8|-74.8|2022|verano|1.3399999999999999|2|1|1.0|0.2926696139628199|0.0|1
-16.8|-74.8|2023|verano|10.040000000000001|10|2|1.0|2.3065771142635834|0.0|1
-16.8|-74.7|2017|verano|7.9399999999999995|8|1|1.0|2.0719132752590443|0.0|1
-16.8|-74.7|2023|verano|0.35|2|1|1.0|-1.0498221244986778|0.0|1
-16.8|-74.6|2023|verano|2.49|3|1|1.0|0.9122827104766164|0.0|1
-16.8|-74.5|2023|verano|5.0|3|1|1.0|1.6094379124341003|0.0|1
-16.8|-74.4|2020|verano|2.4|2|1|1.0|0.8754687373538999|0.0|1
-16.8|-74.4|2023|verano|5.67|8|2|1.0|1.7351891177396608|0.0|1
-16.8|-74.3|2020|verano|2.9|2|1|1.0|1.0647107369924282|0.0|1
-16.8|-74.3|2023|verano|15.879999999999999|17|2|1.0|2.7650604558189897|0.0|1
-16.8|-74.2|2021|verano|6.83|3|1|1.0|1.9213246735826988|0.0|1
-16.8|-74.2|2023|verano|55.81|34|1|3.0|4.021953064800342|1.0986122886681098|1
-16.8|-74.1|2023|verano|145.14|92|2|7.0|4.97769879384999|1.9459101490553132|1
-16.8|-74.0|2022|verano|6.88|8|1|1.0|1.9286186519452522|0.0|1
-16.8|-74.0|2023|verano|27.77|36|2|2.0|3.323956301318708|0.6931471805599453|1
-16.8|-74.0|2024|verano|0.11|1|1|1.0|-2.2072749131897207|0.0|1
-16.8|-73.9|2022|verano|17.67|14|1|1.0|2.871868286331605|0.0|1
-16.8|-73.9|2023|verano|5.29|10|2|1.0|1.665818245870208|0.0|1
-16.8|-73.8|2022|verano|19.4|9|1|1.0|2.9652730660692823|0.0|1
-16.8|-73.8|2023|verano|6.38|9|1|1.0|1.8531680973566984|0.0|1
-16.8|-73.7|2023|verano|2.0|2|1|1.0|0.6931471805599453|0.0|1
-16.8|-73.6|2021|verano|0.81|1|1|1.0|-0.21072103131565253|0.0|1
-16.8|-73.6|2023|verano|27.32|24|2|2.0|3.307619034702589|0.6931471805599453|1
-16.8|-73.5|2022|verano|3.88|3|1|1.0|1.355835153635182|0.0|1
-16.8|-73.5|2023|verano|3.8|3|1|1.0|1.33500106673234|0.0|1
-16.8|-73.4|2022|verano|5.29|4|1|1.0|1.665818245870208|0.0|1
-16.8|-73.4|2023|verano|17.59|10|1|1.0|2.8673305587494666|0.0|1
-16.8|-73.3|2023|verano|20.4|23|1|1.0|3.0155349008501706|0.0|1
-16.8|-73.2|2022|verano|1.52|2|2|1.0|0.41871033485818504|0.0|1
-16.8|-73.2|2023|verano|31.919999999999998|33|2|2.0|3.463232772581608|0.6931471805599453|1
-16.8|-73.1|2018|verano|0.65|1|1|1.0|-0.4307829160924542|0.0|1
-16.8|-73.1|2020|verano|1.75|2|1|1.0|0.5596157879354227|0.0|1
-16.8|-73.1|2023|verano|7.3100000000000005|7|1|1.0|1.9892432737616872|0.0|1
-16.8|-73.1|2024|verano|6.15|4|1|1.0|1.8164520818184267|0.0|1
-16.8|-73.0|2017|verano|16.869999999999997|11|1|1.0|2.825536896557877|0.0|1
-16.8|-73.0|2018|verano|5.27|6|1|1.0|1.6620303625532709|0.0|1
-16.8|-73.0|2020|verano|0.91|1|1|1.0|-0.09431067947124129|0.0|1
-16.8|-73.0|2021|verano|0.9|2|1|1.0|-0.10536051565782628|0.0|1
-16.8|-73.0|2022|verano|1.4700000000000002|2|1|1.0|0.38526240079064505|0.0|1
-16.8|-73.0|2024|verano|1.56|2|1|1.0|0.44468582126144574|0.0|1
-16.8|-72.9|2017|verano|19.9|15|1|1.0|2.990719731730447|0.0|1
-16.8|-72.9|2018|verano|0.36|1|1|1.0|-1.0216512475319814|0.0|1
-16.8|-72.9|2020|verano|1.17|1|1|1.0|0.1570037488096647|0.0|1
-16.8|-72.9|2023|verano|2.16|2|1|1.0|0.7701082216960737|0.0|1
-16.8|-72.9|2024|verano|1.2999999999999998|2|1|1.0|0.2623642644674909|0.0|1
-16.8|-72.8|2018|verano|6.53|7|1|1.0|1.8764069432883397|0.0|1
-16.8|-72.8|2019|verano|3.16|3|1|1.0|1.1505720275988207|0.0|1
-16.8|-72.8|2020|verano|2.5|3|1|1.0|0.9162907318741551|0.0|1
-16.8|-72.8|2021|verano|9.399999999999999|6|2|1.0|2.240709689275958|0.0|1
-16.8|-72.8|2022|verano|0.69|1|1|1.0|-0.37106368139083207|0.0|1
-16.8|-72.8|2023|verano|11.77|12|3|1.0|2.4655539212721855|0.0|1
-16.8|-72.7|2018|verano|9.98|8|2|1.0|2.300583090323373|0.0|1
-16.8|-72.7|2019|verano|16.509999999999998|8|1|1.0|2.8039662579320366|0.0|1
-16.8|-72.7|2021|verano|2.5300000000000002|4|2|1.0|0.928219302739429|0.0|1
-16.8|-72.7|2023|verano|21.84|9|2|1.0|3.083743150876704|0.0|1
-16.8|-72.6|2018|verano|13.81|11|2|1.0|2.6253929674212007|0.0|1
-16.8|-72.6|2019|verano|3.1100000000000003|4|1|1.0|1.1346227261911428|0.0|1
-16.8|-72.6|2021|verano|40.120000000000005|20|3|2.0|3.691874963093735|0.6931471805599453|1
-16.8|-72.6|2023|verano|6.8100000000000005|9|2|1.0|1.9183921201614211|0.0|1
-16.8|-72.6|2024|verano|0.37|1|1|1.0|-0.9942522733438669|0.0|1
-16.8|-72.5|2018|verano|0.98|1|1|1.0|-0.020202707317519466|0.0|1
-16.8|-72.5|2021|verano|41.15|31|2|2.0|3.717223927123079|0.6931471805599453|1
-16.8|-72.5|2023|verano|1.7200000000000002|3|1|1.0|0.5423242908253618|0.0|1
-16.8|-72.4|2021|verano|3.27|3|1|1.0|1.184789984909162|0.0|1
-16.8|-72.4|2023|verano|0.36|1|1|1.0|-1.0216512475319814|0.0|1
-16.7|-76.0|2022|verano|1.35|1|1|1.0|0.30010459245033816|0.0|1
-16.7|-75.9|2021|verano|2.2|2|1|1.0|0.7884573603642703|0.0|1
-16.7|-75.6|2019|verano|3.81|3|1|1.0|1.3376291891386096|0.0|1
-16.7|-75.5|2019|verano|16.83|13|1|1.0|2.8231630082027146|0.0|1
-16.7|-75.4|2019|verano|11.59|12|1|1.0|2.4501426573516603|0.0|1
-16.7|-75.4|2022|verano|1.51|1|1|1.0|0.412109650826833|0.0|1
-16.7|-75.4|2023|verano|1.28|1|1|1.0|0.2468600779315258|0.0|1
-16.7|-75.3|2022|verano|1.6400000000000001|2|1|1.0|0.4946962418361071|0.0|1
-16.7|-75.2|2023|verano|1.08|1|1|1.0|0.0769610411361284|0.0|1
-16.7|-75.0|2023|verano|33.97|21|1|2.0|3.5254777821724925|0.6931471805599453|1
-16.7|-74.9|2023|verano|14.89|18|1|1.0|2.7006898466959175|0.0|1
-16.7|-74.8|2023|verano|1.79|2|1|1.0|0.5822156198526637|0.0|1
-16.7|-74.7|2017|verano|3.54|3|1|1.0|1.264126727145683|0.0|1
-16.7|-74.7|2023|verano|1.21|2|1|1.0|0.1906203596086497|0.0|1
-16.7|-74.6|2023|verano|2.23|3|1|1.0|0.8020015854720274|0.0|1
-16.7|-74.5|2023|verano|0.39|2|1|1.0|-0.941608539858445|0.0|1
-16.7|-74.4|2023|verano|4.5|7|1|1.0|1.5040773967762742|0.0|1
-16.7|-74.3|2023|verano|0.21000000000000002|2|1|1.0|-1.5606477482646683|0.0|1
-16.7|-74.2|2022|verano|5.9399999999999995|3|1|1.0|1.7817091333745534|0.0|1
-16.7|-74.2|2023|verano|18.55|19|1|1.0|2.920469789053444|0.0|1
-16.7|-74.1|2021|verano|0.18|1|1|1.0|-1.7147984280919266|0.0|1
-16.7|-74.1|2022|verano|0.58|1|1|1.0|-0.5447271754416722|0.0|1
-16.7|-74.1|2023|verano|56.51|45|1|3.0|4.034417613641752|1.0986122886681098|1
-16.7|-74.0|2022|verano|1.76|1|1|1.0|0.5653138090500605|0.0|1
-16.7|-74.0|2023|verano|57.96|54|1|3.0|4.059753117452481|1.0986122886681098|1
-16.7|-74.0|2024|verano|0.59|1|1|1.0|-0.527632742082372|0.0|1
-16.7|-73.9|2022|verano|2.81|3|1|1.0|1.0331844833456545|0.0|1
-16.7|-73.9|2023|verano|17.99|20|1|1.0|2.8898160479624417|0.0|1
-16.7|-73.8|2022|verano|7.1499999999999995|3|1|1.0|1.967112356705916|0.0|1
-16.7|-73.8|2023|verano|10.05|9|1|1.0|2.307572634505085|0.0|1
-16.7|-73.7|2022|verano|9.97|7|1|1.0|2.299580583973747|0.0|1
-16.7|-73.7|2023|verano|4.45|5|1|1.0|1.4929040961781488|0.0|1
-16.7|-73.6|2022|verano|4.359999999999999|4|1|1.0|1.4724720573609429|0.0|1
-16.7|-73.6|2023|verano|15.430000000000001|15|1|1.0|2.73631366637507|0.0|1
-16.7|-73.5|2018|verano|0.97|1|1|1.0|-0.030459207484708574|0.0|1
-16.7|-73.5|2023|verano|12.81|5|2|1.0|2.550226115908643|0.0|1
-16.7|-73.4|2018|verano|20.19|16|1|1.0|3.005187432324746|0.0|1
-16.7|-73.4|2023|verano|12.27|5|2|1.0|2.50715725872282|0.0|1
-16.7|-73.3|2018|verano|12.5|8|1|1.0|2.5257286443082556|0.0|1
-16.7|-73.3|2022|verano|3.29|3|1|1.0|1.1908875647772805|0.0|1
-16.7|-73.3|2023|verano|11.04|8|1|1.0|2.401525040848949|0.0|1
-16.7|-73.2|2018|verano|5.68|5|1|1.0|1.7369512327330598|0.0|1
-16.7|-73.2|2023|verano|30.75|27|2|2.0|3.4258899942525267|0.6931471805599453|1
-16.7|-73.2|2024|verano|0.78|1|1|1.0|-0.2484613592984996|0.0|1
-16.7|-73.1|2018|verano|15.58|10|1|1.0|2.7459880404426023|0.0|1
-16.7|-73.1|2023|verano|10.02|11|1|1.0|2.3045830956567186|0.0|1
-16.7|-73.1|2024|verano|6.94|5|2|1.0|1.937301774518713|0.0|1
-16.7|-73.0|2017|verano|6.209999999999999|4|1|1.0|1.8261608959453872|0.0|1
-16.7|-73.0|2018|verano|8.97|4|1|1.0|2.1938856760707046|0.0|1
-16.7|-73.0|2021|verano|5.7|4|2|1.0|1.7404661748405046|0.0|1
-16.7|-73.0|2022|verano|8.219999999999999|4|1|1.0|2.1065702090680882|0.0|1
-16.7|-73.0|2023|verano|9.59|11|2|1.0|2.2607208888953467|0.0|1
-16.7|-72.9|2018|verano|22.580000000000002|21|1|1.0|3.117064558721516|0.0|1
-16.7|-72.9|2021|verano|26.41|20|3|2.0|3.273742726309041|0.6931471805599453|1
-16.7|-72.9|2022|verano|1.3|1|1|1.0|0.26236426446749106|0.0|1
-16.7|-72.9|2023|verano|1.53|4|2|1.0|0.4252677354043441|0.0|1
-16.7|-72.8|2017|verano|0.91|1|1|1.0|-0.09431067947124129|0.0|1
-16.7|-72.8|2018|verano|11.719999999999999|5|2|1.0|2.4612967841488667|0.0|1
-16.7|-72.8|2021|verano|11.43|12|1|1.0|2.4362414778067194|0.0|1
-16.7|-72.8|2023|verano|8.34|7|3|1.0|2.1210632163706555|0.0|1
-16.7|-72.5|2023|verano|0.91|1|1|1.0|-0.09431067947124129|0.0|1
-16.6|-77.6|2018|verano|0.18|1|1|1.0|-1.7147984280919266|0.0|1
-16.6|-77.5|2018|verano|0.3|1|1|1.0|-1.2039728043259361|0.0|1
-16.6|-76.1|2021|verano|1.05|1|1|1.0|0.04879016416943204|0.0|1
-16.6|-75.8|2019|verano|9.600000000000001|12|1|1.0|2.2617630984737906|0.0|1
-16.6|-75.7|2019|verano|21.24|22|1|1.0|3.055886196373738|0.0|1
-16.6|-75.6|2019|verano|10.72|10|1|1.0|2.372111155642656|0.0|1
-16.6|-75.5|2019|verano|6.5|7|1|1.0|1.8718021769015913|0.0|1
-16.6|-75.5|2023|verano|0.07|1|1|1.0|-2.659260036932778|0.0|1
-16.6|-75.4|2019|verano|14.39|12|1|1.0|2.6665335208992764|0.0|1
-16.6|-75.4|2023|verano|5.96|6|1|1.0|1.7850704810772584|0.0|1
-16.6|-75.3|2019|verano|7.45|9|1|1.0|2.0082140323914683|0.0|1
-16.6|-75.3|2023|verano|5.84|6|1|1.0|1.7647307968401356|0.0|1
-16.6|-75.2|2019|verano|2.24|2|1|1.0|0.8064758658669485|0.0|1
-16.6|-75.2|2023|verano|2.05|5|1|1.0|0.7178397931503168|0.0|1
-16.6|-75.1|2023|verano|8.16|9|2|1.0|2.0992441689760155|0.0|1
-16.6|-75.0|2022|verano|1.6400000000000001|3|1|1.0|0.4946962418361071|0.0|1
-16.6|-75.0|2023|verano|15.49|15|1|1.0|2.740194654428777|0.0|1
-16.6|-74.9|2018|verano|4.0|4|1|1.0|1.3862943611198906|0.0|1
-16.6|-74.9|2023|verano|1.69|5|1|1.0|0.5247285289349821|0.0|1
-16.6|-74.8|2018|verano|1.65|2|1|1.0|0.5007752879124892|0.0|1
-16.6|-74.8|2023|verano|2.91|4|1|1.0|1.0681530811834012|0.0|1
-16.6|-74.7|2023|verano|4.66|9|1|1.0|1.5390154481375546|0.0|1
-16.6|-74.6|2023|verano|25.57|24|1|2.0|3.2414197893030954|0.6931471805599453|1
-16.6|-74.5|2023|verano|56.0|48|2|3.0|4.02535169073515|1.0986122886681098|1
-16.6|-74.4|2023|verano|26.01|29|1|2.0|3.25848107946056|0.6931471805599453|1
-16.6|-74.3|2022|verano|4.92|6|1|1.0|1.5933085305042167|0.0|1
-16.6|-74.3|2023|verano|2.71|3|1|1.0|0.9969486348916096|0.0|1
-16.6|-74.2|2022|verano|5.06|5|1|1.0|1.6213664832993742|0.0|1
-16.6|-74.2|2023|verano|20.32|28|1|1.0|3.011605622710281|0.0|1
-16.6|-74.1|2020|verano|3.13|2|1|1.0|1.1410330045520618|0.0|1
-16.6|-74.1|2022|verano|13.35|8|1|1.0|2.5915163848462583|0.0|1
-16.6|-74.1|2023|verano|25.09|26|2|2.0|3.222469360378331|0.6931471805599453|1
-16.6|-74.0|2022|verano|0.59|1|1|1.0|-0.527632742082372|0.0|1
-16.6|-74.0|2023|verano|70.98|58|2|3.0|4.2623981472183505|1.0986122886681098|1
-16.6|-73.9|2023|verano|15.53|11|2|1.0|2.7427736371605955|0.0|1
-16.6|-73.9|2024|verano|1.93|1|1|1.0|0.6575200029167941|0.0|1
-16.6|-73.8|2022|verano|24.81|13|1|2.0|3.21124679770371|0.6931471805599453|1
-16.6|-73.8|2023|verano|4.98|6|2|1.0|1.6054298910365616|0.0|1
-16.6|-73.7|2017|verano|6.4|4|1|1.0|1.8562979903656263|0.0|1
-16.6|-73.7|2018|verano|4.26|4|1|1.0|1.449269160281279|0.0|1
-16.6|-73.7|2022|verano|9.95|6|1|1.0|2.2975725511705014|0.0|1
-16.6|-73.7|2023|verano|6.779999999999999|6|2|1.0|1.9139771019523042|0.0|1
-16.6|-73.6|2017|verano|1.58|3|1|1.0|0.4574248470388755|0.0|1
-16.6|-73.6|2018|verano|0.36|1|1|1.0|-1.0216512475319814|0.0|1
-16.6|-73.6|2021|verano|0.09|1|1|1.0|-2.4079456086518722|0.0|1
-16.6|-73.6|2023|verano|16.52|14|2|1.0|2.804571768092832|0.0|1
-16.6|-73.5|2018|verano|3.68|4|2|1.0|1.3029127521808397|0.0|1
-16.6|-73.5|2023|verano|0.32|1|1|1.0|-1.1394342831883648|0.0|1
-16.6|-73.4|2017|verano|1.19|1|1|1.0|0.17395330712343798|0.0|1
-16.6|-73.4|2018|verano|31.05|27|2|2.0|3.435598808379488|0.6931471805599453|1
-16.6|-73.4|2022|verano|0.76|2|1|1.0|-0.2744368457017603|0.0|1
-16.6|-73.4|2023|verano|0.78|1|1|1.0|-0.2484613592984996|0.0|1
-16.6|-73.4|2024|verano|4.43|4|1|1.0|1.4883995840570443|0.0|1
-16.6|-73.3|2018|verano|26.79|15|1|2.0|3.2880286835565173|0.6931471805599453|1
-16.6|-73.3|2021|verano|4.07|6|1|1.0|1.4036429994545037|0.0|1
-16.6|-73.3|2023|verano|20.06|16|2|1.0|2.9987277825337895|0.0|1
-16.6|-73.3|2024|verano|2.2|2|1|1.0|0.7884573603642703|0.0|1
-16.6|-73.2|2018|verano|18.18|16|1|1.0|2.900322088749333|0.0|1
-16.6|-73.2|2021|verano|5.79|7|2|1.0|1.7561322915849038|0.0|1
-16.6|-73.2|2022|verano|5.1899999999999995|5|1|1.0|1.6467336971777973|0.0|1
-16.6|-73.2|2023|verano|76.71|54|2|4.0|4.3400320779712045|1.3862943611198906|1
-16.6|-73.2|2024|verano|4.86|5|1|1.0|1.5810384379124025|0.0|1
-16.6|-73.1|2018|verano|19.88|16|1|1.0|2.989714201228428|0.0|1
-16.6|-73.1|2021|verano|14.87|12|3|1.0|2.6993457604720636|0.0|1
-16.6|-73.1|2023|verano|15.64|13|2|1.0|2.7498317351171653|0.0|1
-16.6|-73.1|2024|verano|3.58|2|1|1.0|1.275362800412609|0.0|1
-16.6|-73.0|2018|verano|33.15|24|1|2.0|3.5010427166318716|0.6931471805599453|1
-16.6|-73.0|2019|verano|1.65|3|1|1.0|0.5007752879124892|0.0|1
-16.6|-73.0|2021|verano|0.15|1|1|1.0|-1.8971199848858813|0.0|1
-16.6|-73.0|2023|verano|16.57|14|2|1.0|2.8075938314384716|0.0|1
-16.6|-72.9|2018|verano|7.33|4|1|1.0|1.9919755158985601|0.0|1
-16.6|-72.9|2023|verano|25.56|13|1|2.0|3.241028629509334|0.6931471805599453|1
-16.5|-76.4|2017|verano|1.31|2|1|1.0|0.2700271372130602|0.0|1
-16.5|-76.1|2022|verano|1.2200000000000002|2|1|1.0|0.19885085874516534|0.0|1
-16.5|-75.8|2019|verano|0.28|1|1|1.0|-1.2729656758128873|0.0|1
-16.5|-75.8|2022|verano|2.1100000000000003|3|1|1.0|0.7466879474879753|0.0|1
-16.5|-75.7|2019|verano|6.14|6|1|1.0|1.814824742159051|0.0|1
-16.5|-75.7|2022|verano|0.23|1|1|1.0|-1.4696759700589417|0.0|1
-16.5|-75.7|2023|verano|1.85|2|1|1.0|0.6151856390902335|0.0|1
-16.5|-75.6|2019|verano|3.6500000000000004|4|1|1.0|1.2947271675944003|0.0|1
-16.5|-75.5|2019|verano|3.02|3|1|1.0|1.1052568313867783|0.0|1
-16.5|-75.4|2019|verano|7.749999999999999|6|1|1.0|2.0476928433652555|0.0|1
-16.5|-75.4|2023|verano|10.809999999999999|11|1|1.0|2.3804716316511167|0.0|1
-16.5|-75.3|2019|verano|38.32|33|1|2.0|3.6459719531026598|0.6931471805599453|1
-16.5|-75.3|2023|verano|10.629999999999999|11|1|1.0|2.3636801923538564|0.0|1
-16.5|-75.2|2018|verano|2.5|3|1|1.0|0.9162907318741551|0.0|1
-16.5|-75.2|2019|verano|1.02|1|1|1.0|0.01980262729617973|0.0|1
-16.5|-75.2|2023|verano|17.56|12|1|1.0|2.8656235882069705|0.0|1
-16.5|-75.1|2023|verano|79.1|59|1|4.0|4.370712874773608|1.3862943611198906|1
-16.5|-75.0|2018|verano|0.91|1|1|1.0|-0.09431067947124129|0.0|1
-16.5|-75.0|2020|verano|1.18|1|1|1.0|0.16551443847757333|0.0|1
-16.5|-75.0|2023|verano|22.86|22|1|1.0|3.1293886583666644|0.0|1
-16.5|-74.9|2018|verano|3.61|4|1|1.0|1.2837077723447896|0.0|1
-16.5|-74.9|2020|verano|0.78|1|1|1.0|-0.2484613592984996|0.0|1
-16.5|-74.8|2023|verano|1.8399999999999999|2|2|1.0|0.6097655716208942|0.0|1
-16.5|-74.6|2023|verano|1.01|2|1|1.0|0.009950330853168092|0.0|1
-16.5|-74.5|2023|verano|3.04|2|2|1.0|1.1118575154181303|0.0|1
-16.5|-74.4|2022|verano|1.3299999999999998|3|1|1.0|0.2851789422336623|0.0|1
-16.5|-74.4|2023|verano|15.19|9|2|1.0|2.7206373166076814|0.0|1
-16.5|-74.3|2022|verano|12.93|6|1|1.0|2.559550192783766|0.0|1
-16.5|-74.3|2023|verano|3.4699999999999998|3|1|1.0|1.2441545939587677|0.0|1
-16.5|-74.2|2022|verano|10.530000000000001|7|1|1.0|2.354228326145884|0.0|1
-16.5|-74.2|2023|verano|34.11|36|1|2.0|3.5295905964305545|0.6931471805599453|1
-16.5|-74.1|2022|verano|2.16|2|1|1.0|0.7701082216960737|0.0|1
-16.5|-74.1|2023|verano|35.04|29|2|2.0|3.5564902660681907|0.6931471805599453|1
-16.5|-74.0|2020|verano|1.0|1|1|1.0|0.0|0.0|1
