producer_id,zone,lot,plot,orig_crop,variety,seedtime,harvest_date,show_furrow,n_plants_m,n_plants_ha,date_beginning_flowering,mature_maturation_date,plant_height,fertitilized,type_of_fertilizer,dose_kg_ha,rend_ton_ha,cond_climaticas_de_la_campana,producer_handling,notes,id_lot,cultivation_id,culture,yr,summer,latitude,longitude
15,Este,11,Chihuahua,Sorgo,agersor 121,4/12/2017,8/10/2017,0.52,11,211538.46,5/27/2017,7/28/2017,1.2,0,0,0,2.7,Regular,BUENA,,52,2,SORGO,2017,0,-17.06818,-61.95138
15,Este,9,Chihuahua,Sorgo,agersor 121,4/12/2017,8/5/2017,0.52,11,211538.46,5/27/2017,7/28/2017,1.25,0,0,0,2.7,Regular,BUENA,,58,2,SORGO,2017,0,-17.07179,-61.94698
15,Este,13,Chihuahua,Sorgo,agersor 121,4/13/2017,8/11/2017,0.52,11,211538.46,5/28/2017,7/29/2017,1.2,0,0,0,2.7,Regular,BUENA,,53,2,SORGO,2017,0,-17.06327,-61.95457
11,Este,3,Santa Anita A,Sorgo,Buster,4/14/2017,8/11/2017,0.45,9.8,217777.78,5/26/2017,4/14/2017,1,0,0,8,0.77,Malo,Regular,,16,2,SORGO,2017,0,-17.1346,-62.1721
15,Este,15,Chihuahua,Sorgo,agersor 121,4/14/2017,8/12/2017,0.52,12,230769.23,5/29/2017,7/30/2017,1.2,0,0,0,2.7,Regular,BUENA,,54,2,SORGO,2017,0,-17.05879,-61.95797
13,Este,1SRaf115,San Rafael 1,Sorgo,DK-65,4/15/2017,8/27/2017,0.52,10,192307.69,6/17/2017,7/27/2017,1.2,0,0,0,1.4736424,,,,28,2,SORGO,2017,0,-17.27316,-62.30593
14,Este,A09,Europa,Maiz,Agri-104,4/15/2017,9/2/2017,0.42,2.5,59523.81,6/19/2017,8/13/2017,2.1,0,0,0,2.4217556,,,,43,1,MAIZ,2017,0,-17.07043,-62.33751
12,Este,10-P,AgroOriente,Trigo,Motacu,4/17/2017,8/23/2017,0.17,50,2941176.5,5/26/2017,8/5/2017,0.55,0,0,0,1,Regular,Regular,,18,5,TRIGO,2017,0,-16.9359,-62.41855
12,Este,11-P,AgroOriente,Trigo,Motacu,4/17/2017,8/8/2017,0.17,50,2941176.5,5/26/2017,8/5/2017,0.55,0,0,0,0.9,Regular,Regular,,20,5,TRIGO,2017,0,-16.93385,-62.41888
13,Este,Sfco52,San Francisco,Sorgo,DK-65,4/17/2017,8/26/2017,0.52,10,192307.69,6/19/2017,7/29/2017,1.2,0,0,0,3.2178898,,,,42,2,SORGO,2017,0,-17.30585,-62.28217
14,Este,D02,Europa,Sorgo,DK-74,4/17/2017,8/22/2017,0.42,8,190476.19,6/1/2017,7/21/2017,1.15,0,0,0,1.8057528,,,,48,2,SORGO,2017,0,-17.05411,-62.37315
12,Este,12-P,AgroOriente,Trigo,Motacu,4/18/2017,8/23/2017,0.17,50,2941176.5,5/27/2017,8/6/2017,0.55,0,0,0,0.8,Regular,Regular,,22,5,TRIGO,2017,0,-16.93135,-62.41894
12,Este,13-P,AgroOriente,Trigo,Motacu,4/18/2017,8/23/2017,0.17,50,2941176.5,5/27/2017,8/6/2017,0.55,0,0,0,1.7,Regular,Regular,,24,5,TRIGO,2017,0,-16.92877,-62.41945
12,Este,14-P,AgroOriente,Trigo,Motacu,4/18/2017,8/24/2017,0.17,50,2941176.5,5/27/2017,8/6/2017,0.55,0,0,0,1.7,Regular,Regular,,26,5,TRIGO,2017,0,-16.92666,-62.41933
14,Este,D08,Europa,Sorgo,DK-74,4/18/2017,8/28/2017,0.42,8,190476.19,6/2/2017,7/22/2017,1.15,0,0,0,1.0813263,,,,49,2,SORGO,2017,0,-17.07021,-62.37194
12,Este,14-N,AgroOriente,Trigo,Motacu,4/19/2017,8/24/2017,0.17,50,2941176.5,5/28/2017,8/7/2017,0.55,0,0,0,0.6,Regular,Regular,,25,5,TRIGO,2017,0,-16.92482,-62.40973
12,Este,15-N,AgroOriente,Trigo,Motacu,4/19/2017,8/24/2017,0.17,50,2941176.5,5/28/2017,8/7/2017,0.55,0,0,0,1.2,Regular,Regular,,27,5,TRIGO,2017,0,-16.92304,-62.40913
13,Este,1SRaf135,San Rafael 1,Sorgo,DK-74,4/19/2017,8/29/2017,0.52,10,192307.69,6/23/2017,7/31/2017,1.1,0,0,0,2.5855639,,,,29,2,SORGO,2017,0,-17.32035,-62.33167
5,Okinawa I,1,El Carmen,Maiz,dekalb 73,4/20/2017,9/17/2017,0.52,3,57692.308,6/24/2017,8/13/2017,2,MAP-UREA,11-52-0                    46-00-00,80-50,3.77,Buena,Bueno,"Para el cultivo de trigo, se maneja cantidad de semillas por hectarea en Kg, generalmente las siembras son de 100 a 120 kg/ha",7,1,MAIZ,2017,0,-17.20418,-62.92251
6,Okinawa 2,Chaco 2,Campamento,Trigo,Motacu,4/22/2017,8/13/2017,0.18,25,1388888.9,6/3/2017,7/29/2017,0.65,MAP,11-52-0,60,1.5,Regular,Bueno,"Para el cultivo de trigo, se maneja cantidad de semillas por hectarea en Kg, en este caso el productor ocupa entre 150 y 170 kg/ha de semilla",8,5,TRIGO,2017,0,-17.33236,-62.84529
6,Okinawa 2,Chaco 5,Asato,Trigo,Motacu,4/22/2017,8/15/2017,0.18,24,1333333.3,6/6/2017,8/2/2017,0.65,MAP,11-52-0,60,2.2,Regular,Bueno,"Para el cultivo de trigo, se maneja cantidad de semillas por hectarea en Kg, en este caso el productor ocupa entre 150 y 170 kg/ha de semilla",9,5,TRIGO,2017,0,-17.30715,-62.82835
4,Centro,1,N. Horizonte,Trigo,san Lucas,4/25/2017,8/14/2017,0.2,26,1300000,6/4/2017,7/23/2017,0.65,Urea,46-00-00,70,2.6,Buena,Bueno,,6,5,TRIGO,2017,0,-17.2344,-62.81448
9,Este,1,Alemania,Sorgo,P 83G15,4/25/2017,8/22/2017,0.5,14.5,290000,5/30/2017,8/10/2017,1.2,0,0,0,4.1,Bueno,Bueno,,12,2,SORGO,2017,0,-17.2445,-62.55631
9,Este,2,Alemania,Sorgo,P 83G15,4/27/2017,8/24/2017,0.5,14.5,290000,6/1/2017,8/12/2017,1.1,0,0,0,3.9,Bueno,Bueno,,13,2,SORGO,2017,0,-17.23988,-62.55854
12,Este,10-N,AgroOriente,Trigo,Motacu,5/2/2017,8/22/2017,0.17,50,2941176.5,6/10/2017,8/20/2017,0.55,0,0,0,1,Regular,Regular,,17,5,TRIGO,2017,0,-16.93429,-62.40995
7,Okinawa I,2,El Centro,trigo,Motacu,5/3/2017,8/21/2017,0.17,22,1294117.6,6/17/2017,8/9/2017,0.75,0,0,0,2.5,Buena,Regular,,10,5,TRIGO,2017,0,-17.25337,-62.89017
1,Centro,1,N. Horizonte,Trigo,San Lucas,5/5/2017,8/14/2017,0.2,23,1150000,6/14/2017,9/10/2017,0.7,0,0,0,3,Buena,Bueno,,1,5,TRIGO,2017,0,-17.22852,-62.83062
2,Centro,2,Okinawa 2,Trigo,Urubo,5/5/2017,8/25/2018,0.18,23,1277777.8,6/15/2017,8/18/2017,0.75,MAP,11/52/02,50KG,1.9,REGULAR,Bueno,,2,5,TRIGO,2017,0,-17.37595,-62.8454
13,Este,RG238,Triangulo,Sorgo,DK-67,5/5/2017,9/1/2017,0.52,10,192307.69,7/7/2017,8/16/2017,1.1,0,0,0,1.1689793,,,,38,2,SORGO,2017,0,-17.34814,-62.42194
13,Este,RG239,Triangulo,Sorgo,DK-67,5/5/2017,9/1/2017,0.52,10,192307.69,7/7/2017,8/16/2017,1.1,0,0,0,2.2352835,,,,39,2,SORGO,2017,0,-17.35046,-62.42325
12,Este,11-N,AgroOriente,Trigo,Motacu,5/7/2017,8/22/2017,0.17,50,2941176.5,6/15/2017,8/13/2017,0.55,0,0,0,1.2,Regular,Regular,,19,5,TRIGO,2017,0,-16.932,-62.40997
13,Este,RG229,Triangulo,Sorgo,DAS-5000,5/7/2017,9/2/2017,0.52,9,173076.92,6/21/2017,8/20/2017,1.1,0,0,0,1.7295358,,,,34,2,SORGO,2017,0,-17.32007,-62.41806
13,Este,RG230,Triangulo,Sorgo,DK-67,5/7/2017,9/2/2017,0.52,10,192307.69,7/9/2017,8/18/2017,1.1,0,0,0,1.612216,,,,35,2,SORGO,2017,0,-17.32266,-62.41942
19,Norte,E-3,Los Suenos,Soya,"DON MARIO 6,8",5/7/2017,10/27/2017,0.42,18,428571.43,42895,,0.6,0,0,0,1.2788018,,,,102,4,SOYA,2017,0,-16.47441,-63.43441
12,Este,13-N,AgroOriente,Trigo,Motacu,5/13/2017,8/23/2017,0.17,50,2941176.5,6/21/2017,8/19/2017,0.55,0,0,0,0.6,Regular,Regular,,23,5,TRIGO,2017,0,-16.92731,-62.40978
12,Este,12-N,AgroOriente,Trigo,Motacu,5/27/2017,8/23/2017,0.17,50,2941176.5,7/5/2017,9/14/2017,0.55,0,0,0,0.8,Regular,Regular,,21,5,TRIGO,2017,0,-16.9297,-62.40969
16,Norte,A-5,Las Londras,Maiz,Agri-320,6/3/2017,11/24/2017,0.52,3,57692.308,42954,43014,2.1,MAP / UREA,11-52-0 / 46-0-0,100/ 150,5.02,,,,61,1,MAIZ,2017,0,-16.42141,-63.43512
16,Norte,D-1,Las Londras,Maiz,Agri-320,6/5/2017,11/26/2017,0.52,3,57692.308,42956,43016,2.1,MAP / UREA,11-52-0 / 46-0-0,100/ 150,3.65,,,,64,1,MAIZ,2017,0,-16.39422,-63.46148
16,Norte,H-2,Las Londras,Soya,NA8015,6/5/2017,9/22/2017,0.5,15,300000,42929,42988,0.65,MAP,11-52-0,100,1.31,,,,67,4,SOYA,2017,0,-16.36096,-63.48191
18,Norte,G-3,Panama,Soya,SW-4863,6/7/2017,11/13/2017,0.45,15,333333.33,42933,,0.65,0,0,0,2.3977143,,,,96,4,SOYA,2017,0,-16.73965,-63.20295
16,Norte,B-1,Las Londras,Soya,NA8015,6/9/2017,9/24/2017,0.5,15,300000,42933,42992,0.65,MAP,11-52-0,100,1.42,,,,62,4,SOYA,2017,0,-16.42246,-63.44669
16,Norte,B-2,Las Londras,Soya,NA8015,6/10/2017,9/30/2017,0.5,15,300000,42934,42993,0.65,MAP,11-52-0,100,2.14,,,,63,4,SOYA,2017,0,-16.40368,-63.443
16,Norte,G-2,Las Londras,Soya,NA8015,6/18/2017,10/5/2017,0.5,15,300000,42942,43001,0.65,MAP,11-52-0,100,1.85,,,,66,4,SOYA,2017,0,-16.37112,-63.47879
17,Norte,5RC8,Guineal,Soya,SW-4863,6/29/2017,10/22/2017,0.52,16,307692.31,8/6/2017,10/9/2017,0.7,MICROESENCIAL,12-40-0-10-1,100,3.1054495,,,,84,4,SOYA,2017,0,-16.51475,-63.42999
17,Norte,5RC5,Guineal,Soya,SW-4863,6/30/2017,10/23/2017,0.52,16,307692.31,8/7/2017,10/10/2017,0.7,MICROESENCIAL,12-40-0-10-1,100,3.4466241,,,,81,4,SOYA,2017,0,-16.50974,-63.42406
17,Norte,5RC6,Guineal,Soya,SW-4863,6/30/2017,10/23/2017,0.52,16,307692.31,8/7/2017,10/10/2017,0.7,MICROESENCIAL,12-40-0-10-1,100,3.328059,,,,82,4,SOYA,2017,0,-16.51071,-63.42689
17,Norte,5RC7,Guineal,Soya,SW-4863,6/30/2017,10/23/2017,0.52,16,307692.31,8/7/2017,10/10/2017,0.7,MICROESENCIAL,12-40-0-10-1,100,3.2062414,,,,83,4,SOYA,2017,0,-16.51329,-63.4289
17,Norte,1A,Guineal,Soya,SW-4863,7/2/2017,10/25/2017,0.52,16,307692.31,8/9/2017,10/12/2017,0.7,MICROESENCIAL,12-40-0-10-1,100,2.4681245,,,,72,4,SOYA,2017,0,-16.46264,-63.44027
17,Norte,1R1,Guineal,Soya,SW-4863,7/3/2017,10/26/2017,0.52,16,307692.31,8/10/2017,10/13/2017,0.7,MICROESENCIAL,12-40-0-10-1,100,2.931003,,,,73,4,SOYA,2017,0,-16.5036,-63.40421
17,Norte,4A,Guineal,Soya,SW-4863,7/7/2017,10/30/2017,0.52,16,307692.31,8/14/2017,10/17/2017,0.7,MICROESENCIAL,12-40-0-10-1,100,1.5490912,,,,75,4,SOYA,2017,0,-16.48085,-63.44698
18,Norte,E-4,Panama,Soya,SW-4863,7/7/2017,11/14/2017,0.45,15,333333.33,42963,,0.65,0,0,0,2.6666409,,,,91,4,SOYA,2017,0,-16.75335,-63.1813
19,Norte,I-1,Los Suenos,Soya,SW-4863,7/7/2017,8/11/2017,0.42,15,357142.86,42962,42946,0.65,0,0,0,2.2508441,,,,106,4,SOYA,2017,0,-16.46548,-63.44899
17,Norte,2A2,Guineal,Soya,NA-8015,7/10/2017,10/28/2017,0.52,15,288461.54,8/17/2017,10/15/2017,0.7,MICROESENCIAL,12-40-0-10-1,100,2.5702544,,,,74,4,SOYA,2017,0,-16.4733,-63.43684
16,Norte,A-3,Las Londras,Soya,DM 6.8 i,7/14/2017,10/23/2017,0.5,15,300000,42968,43022,0.65,MAP,11-52-0,100,2.4,,,,60,4,SOYA,2017,0,-16.44309,-63.44375
18,Norte,F-3,Panama,Soya,SW-4863,8/7/2017,11/15/2017,0.45,15,333333.33,42994,,0.6,0,0,0,2.1783413,,,,94,4,SOYA,2017,0,-16.74465,-63.19361
19,Norte,C-5,Los Suenos,Soya,SW-4863,9/7/2017,11/15/2017,0.42,15,357142.86,43024,,0.65,0,0,0,1.853562,,,,100,4,SOYA,2017,0,-16.48298,-63.44672
14,Este,B04,Europa,Soya,Munasqa,11/10/2017,3/3/2018,0.42,12,285714.29,12/15/2017,2/16/2018,0.8,Bentonita,0-0-0-92,30,3.5198854,,,,45,4,SOYA,2017,1,-17.05833,-62.35004
14,Este,B17,Europa,Soya,DM-6.8i,11/11/2017,3/3/2018,0.42,12,285714.29,12/14/2017,2/9/2018,0.8,Bentonita,0-0-0-93,30,3.4589888,,,,46,4,SOYA,2017,1,-17.09826,-62.34688
12,Este,10-P,AgroOriente,Soya,Munasqa,11/12/2017,3/2/2018,0.35,11,314285.71,12/17/2017,2/20/2018,0.75,0,0,0,2.6,Buena,Bueno,,18,4,SOYA,2017,1,-16.9359,-62.41855
12,Este,12-P,AgroOriente,Soya,Munasqa,11/12/2017,3/1/2018,0.35,11,314285.71,12/17/2017,2/20/2018,0.7,0,0,0,2.5,Buena,Bueno,,22,4,SOYA,2017,1,-16.93135,-62.41894
12,Este,13-P,AgroOriente,Soya,Munasqa,11/12/2017,2/28/2018,0.35,11,314285.71,12/17/2017,2/20/2018,0.6,0,0,0,2.4,Buena,Bueno,,24,4,SOYA,2017,1,-16.92877,-62.41945
12,Este,14-P,AgroOriente,Soya,Munasqa,11/12/2017,2/28/2018,0.35,11,314285.71,12/17/2017,2/20/2018,0.65,0,0,0,2.2,Buena,Bueno,,26,4,SOYA,2017,1,-16.92666,-62.41933
12,Este,11-P,AgroOriente,Soya,Munasqa,11/13/2017,3/2/2018,0.35,11,314285.71,12/18/2017,2/21/2018,0.7,0,0,0,2.4,Buena,Bueno,,20,4,SOYA,2017,1,-16.93385,-62.41888
14,Este,A23,Europa,Soya,DM-6.8i,11/13/2017,2/28/2018,0.42,12,285714.29,12/16/2017,2/11/2018,0.8,Bentonita,0-0-0-91,30,4.2217729,,,,44,4,SOYA,2017,1,-17.11616,-62.33236
14,Este,A09,Europa,Soya,Munasqa,11/13/2017,2/27/2018,0.42,12,285714.29,12/18/2017,2/19/2018,0.75,Bentonita,0-0-0-90,30,2.9119124,,,,43,4,SOYA,2017,1,-17.07043,-62.33751
14,Este,D02,Europa,Soya,Munasqa,11/13/2017,3/6/2018,0.42,12,285714.29,12/18/2017,2/19/2018,0.7,Bentonita,0-0-0-95,30,3.2774078,,,,48,4,SOYA,2017,1,-17.05411,-62.37315
3,Centro,1,Okinawa 2,Soya,Sem West  4863,11/15/2017,3/5/2018,0.42,12,285714.29,12/19/2017,2/13/2018,0.9,0,0,0,2.45,Bueno,Bueno,,4,4,SOYA,2017,1,-17.43107,-62.79027
3,Centro,2,Okinawa 2,Soya,Sem West  4863,11/15/2017,3/5/2018,0.42,12,285714.29,12/19/2017,2/13/2018,0.9,0,0,0,2.35,Bueno,Bueno,,5,4,SOYA,2017,1,-17.43241,-62.81361
9,Este,1,Alemania,Soya,Munasqa,11/15/2017,3/5/2018,0.5,19,380000,12/20/2017,2/21/2018,0.85,0,0,0,3.3,Regular,Bueno,,12,4,SOYA,2017,1,-17.2445,-62.55631
9,Este,2,Alemania,Soya,Munasqa,11/17/2017,3/16/2018,0.5,19,380000,12/22/2017,2/23/2018,0.8,0,0,0,3.15,Regular,Bueno,,13,4,SOYA,2017,1,-17.23988,-62.55854
4,Centro,1,N. Horizonte,Soya,sem West 4795,11/18/2017,3/5/2018,0.52,12,230769.23,12/21/2017,2/21/2018,0.9,0,0,0,3.2,Regular,Regular,,6,4,SOYA,2017,1,-17.2344,-62.81448
6,Okinawa 2,Chaco 2,Campamento,Soya,Sem West 4863,11/18/2017,3/10/2018,0.52,17,326923.08,12/23/2017,3/2/2018,1.05,CABAL,10/30/2010,60,2.8,Regular,Bueno,"Para el cultivo de trigo, se maneja cantidad de semillas por hectarea en Kg, en este caso el productor ocupa entre 150 y 170 kg/ha de semilla",8,4,SOYA,2017,1,-17.33236,-62.84529
6,Okinawa 2,Chaco 5,Asato,Soya,Sem West 4863,11/18/2017,3/10/2018,0.45,17,377777.78,12/23/2017,3/3/2018,1.15,CABAL,10/30/2010,60,3.2,Regular,Bueno,"Para el cultivo de trigo, se maneja cantidad de semillas por hectarea en Kg, en este caso el productor ocupa entre 150 y 170 kg/ha de semilla",9,4,SOYA,2017,1,-17.30715,-62.82835
10,Este,1 a 6,Chihuahua,Soya,Munasqa,11/20/2017,3/12/2018,0.52,15,288461.54,12/25/2017,2/26/2018,0.85,0,0,0,2.93,Regular,Bueno,,14,4,SOYA,2017,1,-17.23431,-62.15536
10,Este,1 a 13,Los Robles,Soya,Munasqa,11/21/2017,3/15/2018,0.52,16,307692.31,12/25/2017,2/27/2018,0.95,0,0,0,2.93,Bueno,Bueno,,15,4,SOYA,2017,1,-17.03321,-62.0362
15,Este,1,Chihuahua,Soya,Munasqa,11/21/2017,3/19/2018,0.52,13.5,259615.38,12/26/2017,3/1/2018,0.7,0,0,0,2.4,Regular,BUENA,,51,4,SOYA,2017,1,-17.08809,-61.93275
15,Este,3,Chihuahua,Soya,Munasqa,11/21/2017,3/19/2018,0.52,13.5,259615.38,12/26/2017,2/27/2018,0.75,0,0,0,2.4,Regular,BUENA,,55,4,SOYA,2017,1,-17.08539,-61.93736
15,Este,7,Chihuahua,Soya,Munasqa,11/22/2017,3/20/2018,0.52,13,250000,12/27/2017,2/28/2018,0.75,0,0,0,2.4,Regular,BUENA,,57,4,SOYA,2017,1,-17.07688,-61.94441
15,Este,9,Chihuahua,Soya,Munasqa,11/22/2017,3/20/2018,0.52,13,250000,12/27/2017,2/28/2018,0.7,0,0,0,2.4,Regular,BUENA,,58,4,SOYA,2017,1,-17.07179,-61.94698
13,Este,RG233,Triangulo,Soya,Munasqa,11/24/2017,3/22/2018,0.46,13,282608.7,12/29/2017,3/2/2018,0.65,0,0,0,1.706752,,,,36,4,SOYA,2017,1,-17.33174,-62.42095
13,Este,RG234,Triangulo,Soya,Munasqa,11/24/2017,3/21/2018,0.46,13,282608.7,12/29/2017,3/2/2018,0.65,0,0,0,1.5634239,,,,37,4,SOYA,2017,1,-17.33496,-62.42182
1,Centro,1,N. Horizonte,Soya,Potencia,11/25/2017,3/3/2018,0.35,12,342857.14,12/30/2017,2/21/2018,1.1,0,0,0,3,Buena,Bueno,,1,4,SOYA,2017,1,-17.22852,-62.83062
2,Centro,7,Okinawa 2,Soya,SW4863,11/25/2017,3/15/2018,0.52,12,230769.23,1/2/2018,3/7/2018,1.05,MICROECENTIALS,12/40/00/10(S)/1(Zn),70KG,2.8,REGULAR,Bueno,,3,4,SOYA,2017,1,-17.38402,-62.84354
5,Okinawa I,1,El Carmen,soya,potencia,11/25/2017,3/10/2018,0.52,12,230769.23,12/30/2017,2/28/2018,1.15,0,0,0,2.8,Regular,Bueno,"Para el cultivo de trigo, se maneja cantidad de semillas por hectarea en Kg, generalmente las siembras son de 100 a 120 kg/ha",7,4,SOYA,2017,1,-17.20418,-62.92251
8,Este,1,La nina,Soya,Munasqa,11/25/2017,3/17/2018,0.52,17,326923.08,12/30/2017,2/28/2018,0.95,0,0,0,3,Regular,Bueno,,11,4,SOYA,2017,1,-17.38391,-62.57201
12,Este,12-N,AgroOriente,Soya,Munasqa,11/25/2017,3/12/2018,0.35,11,314285.71,12/30/2017,3/5/2018,0.7,0,0,0,1.6,Buena,Bueno,,21,4,SOYA,2017,1,-16.9297,-62.40969
12,Este,13-N,AgroOriente,Soya,Munasqa,11/25/2017,3/13/2018,0.35,11,314285.71,12/30/2017,3/5/2018,0.6,0,0,0,1.6,Buena,Bueno,,23,4,SOYA,2017,1,-16.92731,-62.40978
13,Este,RG229,Triangulo,Soya,Munasqa,11/25/2017,3/22/2018,0.46,13,282608.7,12/30/2017,3/3/2018,0.75,0,0,0,2.0471293,,,,34,4,SOYA,2017,1,-17.32007,-62.41806
13,Este,RG230,Triangulo,Soya,Munasqa,11/25/2017,3/22/2018,0.46,13,282608.7,12/30/2017,3/3/2018,0.65,0,0,0,1.5969991,,,,35,4,SOYA,2017,1,-17.32266,-62.41942
14,Este,C11,Europa,Soya,Munasqa,11/25/2017,3/9/2018,0.42,12,285714.29,12/30/2017,3/3/2018,0.7,Bentonita,0-0-0-94,30,3.5106524,,,,47,4,SOYA,2017,1,-17.08261,-62.3608
13,Este,RG225,Triangulo,Soya,Munasqa,11/26/2017,3/23/2018,0.46,13,282608.7,12/31/2017,3/4/2018,0.75,0,0,0,2.9938244,,,,32,4,SOYA,2017,1,-17.31122,-62.4154
13,Este,RG226,Triangulo,Soya,Munasqa,11/26/2017,3/23/2018,0.46,13,282608.7,12/31/2017,3/4/2018,0.75,0,0,0,2.4618137,,,,33,4,SOYA,2017,1,-17.31366,-62.41641
14,Este,F11,Europa,Soya,Munasqa,11/26/2017,3/12/2018,0.42,12,285714.29,12/31/2017,3/4/2018,0.7,Bentonita,0-0-0-97,30,2.1336556,,,,50,4,SOYA,2017,1,-17.08271,-62.39614
12,Este,11-N,AgroOriente,Soya,Munasqa,11/28/2017,3/12/2018,0.35,11,314285.71,1/2/2018,3/8/2018,0.65,0,0,0,1.7,Buena,Bueno,,19,4,SOYA,2017,1,-16.932,-62.40997
14,Este,D08,Europa,Soya,Munasqa,11/29/2017,3/14/2018,0.42,12,285714.29,1/3/2018,3/7/2018,0.7,Bentonita,0-0-0-96,30,2.7725621,,,,49,4,SOYA,2017,1,-17.07021,-62.37194
2,Centro,2,Okinawa 2,Soya,SW4863,11/30/2017,3/17/2018,0.52,8,153846.15,1/4/2018,3/10/2018,1.1,MICROECENTIALS,12/40/00/10(S)/1(Zn),70KG,1.7,REGULAR,Bueno,,2,4,SOYA,2017,1,-17.37595,-62.8454
12,Este,10-N,AgroOriente,Soya,Munasqa,11/30/2017,3/11/2018,0.35,11,314285.71,1/4/2018,3/10/2018,0.6,0,0,0,1.8,Buena,Bueno,,17,4,SOYA,2017,1,-16.93429,-62.40995
12,Este,15-N,AgroOriente,Soya,Munasqa,11/30/2017,3/14/2018,0.35,11,314285.71,1/4/2018,3/10/2018,0.7,0,0,0,2.6,Buena,Bueno,,27,4,SOYA,2017,1,-16.92304,-62.40913
15,Este,1,Chihuahua,Soya,Munasqa,11/30/2017,3/28/2018,0.52,13.5,259615.38,1/4/2018,3/8/2018,0.7,0,0,0,2.2,Regular,BUENA,,51,4,SOYA,2016,1,-17.08809,-61.93275
12,Este,14-N,AgroOriente,Soya,Munasqa,12/1/2017,3/13/2018,0.35,11,314285.71,1/5/2018,3/11/2018,0.6,0,0,0,1.7,Buena,Bueno,,25,4,SOYA,2017,1,-16.92482,-62.40973
15,Este,11,Chihuahua,Soya,Munasqa,12/1/2017,3/29/2018,0.52,13,250000,1/5/2018,3/9/2018,0.7,0,0,0,2.4,Regular,BUENA,,52,4,SOYA,2017,1,-17.06818,-61.95138
15,Este,5,Chihuahua,Soya,Munasqa,12/1/2017,3/29/2018,0.52,13,250000,1/5/2018,1/5/2018,0.8,0,0,0,2.2,Regular,BUENA,,56,4,SOYA,2016,1,-17.08142,-61.9413
15,Este,7,Chihuahua,Soya,Munasqa,12/1/2017,3/29/2018,0.52,13,250000,1/5/2018,3/9/2018,0.75,0,0,0,2.2,Regular,BUENA,,57,4,SOYA,2016,1,-17.07688,-61.94441
15,Este,13,Chihuahua,Soya,Munasqa,12/2/2017,3/30/2018,0.52,13,250000,1/6/2018,3/10/2018,0.75,0,0,0,2.4,Regular,BUENA,,53,4,SOYA,2017,1,-17.06327,-61.95457
15,Este,15,Chihuahua,Soya,Munasqa,12/2/2017,3/30/2018,0.52,13,250000,1/6/2018,3/10/2018,0.7,0,0,0,2.4,Regular,BUENA,,54,4,SOYA,2017,1,-17.05879,-61.95797
15,Este,9,Chihuahua,Soya,Munasqa,12/2/2017,3/30/2018,0.52,13,250000,1/6/2018,3/10/2018,0.7,0,0,0,2.2,Regular,BUENA,,58,4,SOYA,2016,1,-17.07179,-61.94698
19,Norte,B-2,Los Suenos,Soya,SW-4863,12/7/2017,10/28/2017,0.42,15,357142.86,43115,,0.65,0,0,0,1.9182028,,,,98,4,SOYA,2017,0,-16.46286,-63.44282
7,Okinawa I,2,El Centro,soya,sem West 4863,12/8/2017,3/28/2018,0.52,10,192307.69,1/14/2018,3/18/2018,1.15,0,0,0,2.5,Regular,Regular,,10,4,SOYA,2017,1,-17.25337,-62.89017
15,Este,11,Chihuahua,Soya,Munasqa,12/15/2017,4/12/2018,0.52,13,250000,1/19/2018,3/23/2018,0.7,0,0,0,2.2,Regular,BUENA,,52,4,SOYA,2016,1,-17.06818,-61.95138
13,Este,1SRaf70,San Rafael 1,Pasto,B.Piata,12/21/2017,,0.46,,,,,,0,0,0,0,,,,30,3,PASTO,2017,1,-17.26181,-62.27624
15,Este,5,Chihuahua,Soya,Munasqa,12/21/2017,4/18/2018,0.52,13,250000,1/25/2018,1/25/2018,0.8,0,0,0,2.4,Regular,BUENA,,56,4,SOYA,2017,1,-17.08142,-61.9413
3,Centro,1,Okinawa 2,Sorgo,Fox,3/7/2018,6/20/2018,0.4,9.5,237500,4/17/2018,6/1/2018,1.1,0,0,0,2.55,Bueno,Bueno,,4,2,SORGO,2018,0,-17.43107,-62.79027
3,Centro,2,Okinawa 2,Sorgo,Fox,3/7/2018,6/20/2018,0.4,9.5,237500,4/17/2018,6/1/2018,1.1,0,0,0,2.45,Bueno,Bueno,,5,2,SORGO,2018,0,-17.43241,-62.81361
4,Centro,1,N. Horizonte,Maiz,BS-290,3/15/2018,8/14/2018,0.52,3.3,63461.538,5/14/2018,7/18/2018,2.1,0,0,0,4.14,malo,Regular,,6,1,MAIZ,2018,0,-17.2344,-62.81448
10,Este,1 a 6,Chihuahua,Sorgo,Argensor,3/26/2018,7/19/2018,0.52,11,211538.46,5/10/2018,7/2/2018,1.15,0,0,0,1.81,regular,bueno,,14,2,SORGO,2018,0,-17.23431,-62.15536
10,Este,1 a 13,Los Robles,Sorgo,Argensor,3/26/2018,7/22/2018,0.52,11,211538.46,5/10/2018,7/2/2018,1.15,0,0,0,2.02,Regular,Bueno,,15,2,SORGO,2018,0,-17.03321,-62.0362
15,Este,1,Chihuahua,Sorgo,cs822,3/31/2018,7/24/2018,0.52,12,230769.23,5/15/2018,7/16/2018,1.2,0,0,0,2.7,Mala,BUENA,,51,2,SORGO,2018,0,-17.08809,-61.93275
