producer_id,zone,lot,plot,orig_crop,variety,seedtime,harvest_date,show_furrow,n_plants_m,n_plants_ha,date_beginning_flowering,mature_maturation_date,plant_height,fertitilized,type_of_fertilizer,dose_kg_ha,rend_ton_ha,cond_climaticas_de_la_campana,producer_handling,notes,id_lot,cultivation_id,culture,yr,summer,latitude,longitude
8,Este,1,La nina,Trigo,Motacu,5/18/2016,9/8/2016,0.17,21,1235294.1,6/27/2016,8/26/2016,0.75,0,0,0,0.35,Mala,regular,,11,5,TRIGO,2016,0,-17.38391,-62.57201
12,Este,13-N,AgroOriente,Trigo,Motacu,6/9/2016,9/19/2016,0.17,50,2941176.5,7/18/2016,9/12/2016,,0,0,0,,Regular,Regular,,23,5,TRIGO,2016,0,-16.92731,-62.40978
12,Este,10-N,AgroOriente,Trigo,Motacu,6/10/2016,9/18/2016,0.17,50,2941176.5,7/19/2016,9/13/2016,,0,0,0,,Regular,Regular,,17,5,TRIGO,2016,0,-16.93429,-62.40995
12,Este,11-N,AgroOriente,Trigo,Motacu,6/10/2016,9/19/2016,0.17,50,2941176.5,7/19/2016,9/13/2016,,0,0,0,,Regular,Regular,,19,5,TRIGO,2016,0,-16.932,-62.40997
12,Este,12-N,AgroOriente,Trigo,Motacu,6/10/2016,9/19/2016,0.17,50,2941176.5,7/19/2016,9/13/2016,,0,0,0,,Regular,Regular,,21,5,TRIGO,2016,0,-16.9297,-62.40969
16,Norte,A-5,Las Londras,Soya,NA-8015,6/24/2016,11/8/2016,0.45,13,288888.89,42583,42655,0.65,MAP,11-52-0,100,1.02,,,,61,4,SOYA,2016,0,-16.42141,-63.43512
10,Este,1 a 13,Los Robles,Sorgo,Argensor,6/26/2016,10/22/2016,0.52,11,211538.46,8/10/2016,10/2/2016,1.15,0,0,0,1.35,Mala,regular,,15,2,SORGO,2016,0,-17.03321,-62.0362
17,Norte,5RC4,Guineal,Soya,NA-8015,6/28/2016,10/16/2016,0.52,15,288461.54,8/5/2016,10/3/2016,0.7,MICROESENCIAL,12-40-0-10-1,100,2.3015166,,,,80,4,SOYA,2016,0,-16.50828,-63.42432
17,Norte,5RC5,Guineal,Soya,NA-8015,6/28/2016,10/16/2016,0.52,15,288461.54,8/5/2016,10/3/2016,0.7,MICROESENCIAL,12-40-0-10-1,100,1.5696353,,,,81,4,SOYA,2016,0,-16.50974,-63.42406
17,Norte,5RC6,Guineal,Soya,NA-8015,6/28/2016,10/16/2016,0.52,15,288461.54,8/5/2016,10/3/2016,0.7,MICROESENCIAL,12-40-0-10-1,100,2.3351309,,,,82,4,SOYA,2016,0,-16.51071,-63.42689
17,Norte,5RC7,Guineal,Soya,NA-8015,6/28/2016,10/16/2016,0.52,15,288461.54,8/5/2016,10/3/2016,0.7,MICROESENCIAL,12-40-0-10-1,100,1.3315301,,,,83,4,SOYA,2016,0,-16.51329,-63.4289
17,Norte,5RC8,Guineal,Soya,NA-8015,6/28/2016,10/16/2016,0.52,15,288461.54,8/5/2016,10/3/2016,0.6,MICROESENCIAL,12-40-0-10-1,100,1.4063627,,,,84,4,SOYA,2016,0,-16.51475,-63.42999
17,Norte,5RA7,Guineal,Soya,NA-8015,6/30/2016,10/18/2016,0.52,15,288461.54,8/7/2016,10/5/2016,0.7,MICROESENCIAL,12-40-0-10-1,100,1.0393771,,,,76,4,SOYA,2016,0,-16.50735,-63.441
18,Norte,F-3,Panama,Soya,SW-4863,7/6/2016,6/11/2016,0.45,13,321616,42597,42517,0.7,0,0,0,2.7160278,,,,94,4,SOYA,2016,0,-16.74465,-63.19361
19,Norte,I-1,Los Suenos,Soya,SW-4863,7/6/2016,10/11/2016,0.42,14,333333.33,42596,42642,0.7,0,0,0,2.2362345,,,,106,4,SOYA,2016,0,-16.46548,-63.44899
16,Norte,B-2,Las Londras,Soya,NA-8015,7/8/2016,11/2/2016,0.45,13,288888.89,42597,42669,0.6,MAP,11-52-0,100,0.55,,,,63,4,SOYA,2016,0,-16.40368,-63.443
16,Norte,D-1,Las Londras,Soya,SW-4863,7/10/2016,10/13/2016,0.45,13,288888.89,42596,42651,0.7,MAP,11-52-0,100,1.72,,,,64,4,SOYA,2016,0,-16.39422,-63.46148
16,Norte,H-2,Las Londras,Soya,SW-4863,7/12/2016,10/14/2016,0.45,13,288888.89,42598,42653,0.7,MAP,11-52-0,100,0.97,,,,67,4,SOYA,2016,0,-16.36096,-63.48191
19,Norte,G-2,Los Suenos,Soya,MONSOY,7/21/2016,1/12/2016,0.42,15,357142.86,42612,42687,0.65,0,0,0,2.5101449,,,,104,4,SOYA,2016,0,-16.48252,-63.42708
18,Norte,E-4,Panama,Soya,NA-8015,7/27/2016,11/30/2016,0.45,14,347955,42618,,0.6,0,0,0,2.0769697,,,,91,4,SOYA,2016,0,-16.75335,-63.1813
19,Norte,G-8,Los Suenos,Soya,"DON MARIO 6,8",7/28/2016,11/20/2016,0.42,17,404761.9,42612,,0.55,0,0,0,0.83318284,,,,105,4,SOYA,2016,0,-16.49075,-63.42456
19,Norte,E-2,Los Suenos,Soya,SW-4863,7/28/2016,5/12/2016,0.42,15,357142.86,42618,42490,0.65,0,0,0,2.5703814,,,,101,4,SOYA,2016,0,-16.473,-63.4355
19,Norte,E-3,Los Suenos,Soya,SW-4863,7/29/2016,11/30/2016,0.42,14,333333.33,42619,,0.7,0,0,0,2.35781,,,,102,4,SOYA,2016,0,-16.47441,-63.43441
19,Norte,B-8,Los Suenos,Soya,SW-4863,7/30/2016,9/12/2016,0.42,14,333333.33,42620,42613,0.7,0,0,0,2.7673239,,,,99,4,SOYA,2016,0,-16.46876,-63.42963
19,Norte,C-5,Los Suenos,Soya,SW-4863,8/3/2016,8/12/2016,0.42,14,333333.33,42624,42582,0.7,0,0,0,2.8218997,,,,100,4,SOYA,2016,0,-16.48298,-63.44672
18,Norte,G-2,Panama,Soya,NA-8015,8/10/2016,12/17/2016,0.45,12,249091,42632,,0.65,0,0,0,2.4957895,,,,95,4,SOYA,2016,0,-16.73919,-63.21068
18,Norte,C-2,Panama,Soya,NA-8015,8/12/2016,12/14/2016,0.45,12,241114,42634,,0.6,0,0,0,1.6203968,,,,87,4,SOYA,2016,0,-16.78241,-63.17399
19,Norte,B-2,Los Suenos,Soya,NA-8015,8/12/2016,12/16/2016,0.42,16,380952.38,42632,,0.55,0,0,0,0.88197368,,,,98,4,SOYA,2016,0,-16.46286,-63.44282
18,Norte,D-4,Panama,Soya,NA-8015,8/14/2016,12/18/2016,0.45,13,266205,42636,,0.65,0,0,0,1.5655319,,,,90,4,SOYA,2016,0,-16.76408,-63.17366
18,Norte,C-5,Panama,Soya,NA-8015,8/15/2016,12/18/2016,0.45,13,309044,42637,,0.6,0,0,0,1.5789474,,,,89,4,SOYA,2016,0,-16.77288,-63.16269
18,Norte,B-7,Panama,Soya,Munasqa,8/17/2016,12/16/2016,0.35,14,409477,42633,,0.45,0,0,0,1.5125,,,,86,4,SOYA,2016,0,-16.78288,-63.15462
16,Norte,G-2,Las Londras,Sorgo,Buster,9/28/2016,1/16/2017,0.5,10,200000,42689,42731,1.2,MAP,11-52-0,100,1.43,,,,66,2,SORGO,2016,1,-16.37112,-63.47879
16,Norte,A-5,Las Londras,Sorgo,Buster,11/1/2016,2/10/2017,0.5,10,200000,42723,42765,1.2,MAP,11-52-0,100,1.01,,,,61,2,SORGO,2016,1,-16.42141,-63.43512
14,Este,B04,Europa,Soya,Munasqa,11/6/2016,3/7/2017,0.42,11,261904.76,12/11/2016,2/12/2017,0.75,0,0,0,2.3156378,,,,45,4,SOYA,2016,1,-17.05833,-62.35004
14,Este,A09,Europa,Soya,Munasqa,11/7/2016,3/8/2017,0.42,11,261904.76,12/12/2016,2/13/2017,0.75,0,0,0,2.4407681,,,,43,4,SOYA,2016,1,-17.07043,-62.33751
17,Norte,5RC8,Guineal,Maiz,DK-392,11/7/2016,4/11/2017,0.52,3,57692.308,1/9/2017,3/7/2017,2.1,MAP / UREA,11-52-0 / 46-0-0,80 / 150,2.3891782,,,,84,1,MAIZ,2016,1,-16.51475,-63.42999
17,Norte,5RC3,Guineal,Maiz,DK-392,11/8/2016,4/12/2017,0.52,3,57692.308,1/10/2017,3/8/2017,2.1,MAP / UREA,11-52-0 / 46-0-0,80 / 150,4.3149459,,,,79,1,MAIZ,2016,1,-16.50712,-63.42468
17,Norte,5RC4,Guineal,Maiz,DK-392,11/8/2016,4/12/2017,0.52,3,57692.308,1/10/2017,3/8/2017,2.1,MAP / UREA,11-52-0 / 46-0-0,80 / 150,4.4690903,,,,80,1,MAIZ,2016,1,-16.50828,-63.42432
17,Norte,5RC5,Guineal,Maiz,DK-392,11/8/2016,4/12/2017,0.52,3,57692.308,1/10/2017,3/8/2017,2.1,MAP / UREA,11-52-0 / 46-0-0,80 / 150,3.9936955,,,,81,1,MAIZ,2016,1,-16.50974,-63.42406
6,Okinawa 2,Chaco 2,Campamento,Soya,"Don Mario 6,8",11/10/2016,2/24/2017,0.52,17,326923.08,12/12/2016,2/18/2017,1,MAP,11-52-0,60,3.05,Buena,Bueno,"Para el cultivo de trigo, se maneja cantidad de semillas por hectarea en Kg, en este caso el productor ocupa entre 150 y 170 kg/ha de semilla",8,4,SOYA,2016,1,-17.33236,-62.84529
6,Okinawa 2,Chaco 5,Asato,Soya,Sem West 4863,11/10/2016,3/1/2017,0.45,17,377777.78,12/15/2016,2/23/2017,1.2,MAP,11-52-0,60,3.4,Buena,Bueno,"Para el cultivo de trigo, se maneja cantidad de semillas por hectarea en Kg, en este caso el productor ocupa entre 150 y 170 kg/ha de semilla",9,4,SOYA,2016,1,-17.30715,-62.82835
14,Este,F11,Europa,Soya,Munasqa,11/12/2016,3/7/2017,0.42,11,261904.76,12/17/2016,2/18/2017,0.75,0,0,0,3.3270285,,,,50,4,SOYA,2016,1,-17.08271,-62.39614
2,Centro,2,Okinawa 2,Soya,TMG 7363,11/15/2016,3/3/2017,0.52,14,269230.77,12/22/2016,2/24/2017,0.6,MAP,11/52/00,50KG,2.8,REGULAR,Bueno,,2,4,SOYA,2016,1,-17.37595,-62.8454
3,Centro,1,Okinawa 2,Soya,Sem West  4863,11/19/2016,3/9/2017,0.42,11.5,273809.52,12/22/2016,2/18/2017,0.95,0,0,0,2.92,Bueno,Bueno,,4,4,SOYA,2016,1,-17.43107,-62.79027
3,Centro,2,Okinawa 2,Soya,Sem West  4863,11/19/2016,3/9/2017,0.42,11.5,273809.52,12/22/2016,2/18/2017,0.95,0,0,0,2.6,Bueno,Bueno,,5,4,SOYA,2016,1,-17.43241,-62.81361
10,Este,1 a 6,Chihuahua,Soya,Munasqa,11/19/2016,3/14/2017,0.52,16,307692.31,12/24/2016,2/25/2017,0.7,0,0,0,1.2,Regular,Bueno,,14,4,SOYA,2016,1,-17.23431,-62.15536
2,Centro,7,Okinawa 2,Soya,SW4863,11/20/2016,3/15/2017,0.52,13,250000,12/29/2016,3/6/2017,0.95,MAP,11/52/00,50KG,2.7,REGULAR,Bueno,,3,4,SOYA,2016,1,-17.38402,-62.84354
4,Centro,1,N. Horizonte,Soya,"Don Mario 6,8",11/20/2016,3/8/2017,0.52,13,250000,12/24/2016,2/27/2017,0.85,0,0,0,3.5,Buena,Bueno,,6,4,SOYA,2016,1,-17.2344,-62.81448
11,Este,3,Santa Anita A,Soya,Munasqa,11/20/2016,3/19/2017,0.45,16.5,366666.67,12/25/2016,2/26/2017,0.7,0,0,60,2.07,Regular,Bueno,,16,4,SOYA,2016,1,-17.1346,-62.1721
14,Este,A23,Europa,Soya,Munasqa,11/20/2016,3/15/2017,0.42,11,261904.76,12/25/2016,2/26/2017,0.75,0,0,0,3.1916963,,,,44,4,SOYA,2016,1,-17.11616,-62.33236
14,Este,B17,Europa,Soya,Munasqa,11/21/2016,3/17/2017,0.42,11,261904.76,12/26/2016,2/27/2017,0.75,0,0,0,3.8139807,,,,46,4,SOYA,2016,1,-17.09826,-62.34688
16,Norte,D-1,Las Londras,Maiz,Tropi 101,11/21/2016,4/23/2017,0.52,3,57692.308,42763,42805,2.1,MAP,11-52-0,100,4.76,,,,64,1,MAIZ,2016,1,-16.39422,-63.46148
19,Norte,I-1,Los Suenos,Soya,NA-8015,11/21/2016,3/29/2017,0.52,15,288461.54,42733,,0.75,0,0,0,2.6092882,,,,106,4,SOYA,2016,1,-16.46548,-63.44899
12,Este,13-P,AgroOriente,Soya,Munasqa,11/23/2016,3/25/2017,0.35,11.5,328571.43,12/28/2016,3/3/2017,0.65,0,0,0,1.9,Regular,Bueno,,24,4,SOYA,2016,1,-16.92877,-62.41945
12,Este,10-P,AgroOriente,Soya,Munasqa,11/24/2016,3/26/2017,0.35,12,342857.14,12/29/2016,3/4/2017,0.6,0,0,0,1.6,Regular,Bueno,,18,4,SOYA,2016,1,-16.9359,-62.41855
12,Este,11-P,AgroOriente,Soya,Munasqa,11/24/2016,3/26/2017,0.35,12,342857.14,12/29/2016,3/4/2017,0.65,0,0,0,1.85,Regular,Bueno,,20,4,SOYA,2016,1,-16.93385,-62.41888
12,Este,12-P,AgroOriente,Soya,Munasqa,11/24/2016,3/25/2017,0.35,11.5,328571.43,12/29/2016,3/4/2017,0.65,0,0,0,1.6,Regular,Bueno,,22,4,SOYA,2016,1,-16.93135,-62.41894
14,Este,C11,Europa,Soya,Munasqa,11/24/2016,3/19/2017,0.42,11,261904.76,12/29/2016,3/2/2017,0.75,0,0,0,2.4688606,,,,47,4,SOYA,2016,1,-17.08261,-62.3608
9,Este,1,Alemania,Soya,Munasqa,11/25/2016,3/17/2017,0.5,18,360000,12/30/2016,3/3/2017,0.75,0,0,0,2.9,Regular,Bueno,,12,4,SOYA,2016,1,-17.2445,-62.55631
18,Norte,B-7,Panama,Soya,SW-4863,11/25/2016,4/29/2017,0.52,15,288461.54,42737,,0.6,0,0,0,1.2732683,,,,86,4,SOYA,2016,1,-16.78288,-63.15462
9,Este,2,Alemania,Soya,Munasqa,11/26/2016,3/25/2017,0.5,18,360000,1/1/2017,3/5/2017,0.7,0,0,0,2.85,Regular,Bueno,,13,4,SOYA,2016,1,-17.23988,-62.55854
12,Este,13-N,AgroOriente,Soya,Munasqa,11/26/2016,3/29/2017,0.35,11.5,328571.43,12/31/2016,3/6/2017,0.7,0,0,0,2,Regular,Bueno,,23,4,SOYA,2016,1,-16.92731,-62.40978
12,Este,14-P,AgroOriente,Soya,Munasqa,11/26/2016,3/25/2017,0.35,11.5,328571.43,12/31/2016,3/6/2017,0.7,0,0,0,1.86,Regular,Bueno,,26,4,SOYA,2016,1,-16.92666,-62.41933
12,Este,14-N,AgroOriente,Soya,Munasqa,11/27/2016,3/29/2017,0.35,11.5,328571.43,1/1/2017,3/7/2017,0.6,0,0,0,1.52,Regular,Bueno,,25,4,SOYA,2016,1,-16.92482,-62.40973
12,Este,15-N,AgroOriente,Soya,Munasqa,11/27/2016,3/25/2017,0.35,11.5,328571.43,1/1/2017,3/7/2017,0.75,0,0,0,3.06,Regular,Bueno,,27,4,SOYA,2016,1,-16.92304,-62.40913
14,Este,D08,Europa,Soya,TMG-7363,11/27/2016,3/9/2017,0.42,12,285714.29,1/4/2017,2/25/2017,0.85,0,0,0,3.0994029,,,,49,4,SOYA,2016,1,-17.07021,-62.37194
16,Norte,B-2,Las Londras,Soya,SW-4863,11/27/2016,4/16/2017,0.5,13,260000,42746,42811,0.65,MAP,11-52-0,100,1.12,,,,63,4,SOYA,2016,1,-16.40368,-63.443
10,Este,1 a 13,Los Robles,Soya,Sem West 4863,11/28/2016,3/23/2017,0.52,15,288461.54,1/5/2017,3/8/2017,1.1,0,0,0,1.72,Regular,Bueno,,15,4,SOYA,2016,1,-17.03321,-62.0362
12,Este,10-N,AgroOriente,Soya,Munasqa,11/28/2016,4/11/2017,0.35,11.5,328571.43,1/2/2017,3/8/2017,0.65,0,0,0,1.95,Regular,Bueno,,17,4,SOYA,2016,1,-16.93429,-62.40995
12,Este,11-N,AgroOriente,Soya,Munasqa,11/28/2016,4/1/2017,0.35,11.5,328571.43,1/2/2017,3/8/2017,0.7,0,0,0,2,Regular,Bueno,,19,4,SOYA,2016,1,-16.932,-62.40997
12,Este,12-N,AgroOriente,Soya,Munasqa,11/28/2016,4/3/2017,0.35,11.5,328571.43,1/2/2017,3/8/2017,0.6,0,0,0,1.87,Regular,Bueno,,21,4,SOYA,2016,1,-16.9297,-62.40969
14,Este,D02,Europa,Soya,Munasqa,11/29/2016,3/23/2017,0.42,11,261904.76,1/3/2017,3/7/2017,0.75,0,0,0,2.6738667,,,,48,4,SOYA,2016,1,-17.05411,-62.37315
16,Norte,A-3,Las Londras,Soya,SW-4863,11/29/2016,4/1/2017,0.5,13,260000,42748,42813,0.75,MAP,11-52-0,100,2,,,,60,4,SOYA,2016,1,-16.44309,-63.44375
15,Este,3,Chihuahua,Soya,Munasqa,11/30/2016,3/28/2017,0.52,13.5,259615.38,1/4/2017,3/8/2017,0.75,0,0,0,2.2,Regular,BUENA,,55,4,SOYA,2016,1,-17.08539,-61.93736
18,Norte,G-3,Panama,Soya,SW-4863,11/30/2016,1/5/2017,0.52,14,269230.77,42742,42728,0.6,0,0,0,0.95923944,,,,96,4,SOYA,2016,1,-16.73965,-63.20295
5,Okinawa I,1,El Carmen,soya,potencia,12/1/2016,3/15/2017,0.52,14,269230.77,1/5/2017,3/9/2017,1.05,0,0,0,2.5,Regular,Bueno,"Para el cultivo de trigo, se maneja cantidad de semillas por hectarea en Kg, generalmente las siembras son de 100 a 120 kg/ha",7,4,SOYA,2016,1,-17.20418,-62.92251
16,Norte,H-2,Las Londras,Soya,SW-4863,12/1/2016,4/11/2017,0.5,11,220000,42750,42815,0.7,MAP,11-52-0,100,2.29,,,,67,4,SOYA,2016,1,-16.36096,-63.48191
13,Este,RG230,Triangulo,Soya,Munasqa,12/4/2016,4/17/2017,0.46,13,282608.7,1/8/2017,3/12/2017,0.7,0,0,0,1.4921739,,,,35,4,SOYA,2016,1,-17.32266,-62.41942
13,Este,RG233,Triangulo,Soya,Munasqa,12/4/2016,4/17/2017,0.46,13,282608.7,1/8/2017,3/12/2017,0.7,0,0,0,1.5176343,,,,36,4,SOYA,2016,1,-17.33174,-62.42095
13,Este,RG234,Triangulo,Soya,Munasqa,12/4/2016,4/17/2017,0.46,13,282608.7,1/8/2017,3/12/2017,0.7,0,0,0,1.5452202,,,,37,4,SOYA,2016,1,-17.33496,-62.42182
13,Este,RG238,Triangulo,Soya,Munasqa,12/4/2016,4/17/2017,0.46,13,282608.7,1/8/2017,3/12/2017,0.7,0,0,0,1.6891075,,,,38,4,SOYA,2016,1,-17.34814,-62.42194
13,Este,RG239,Triangulo,Soya,Munasqa,12/4/2016,4/17/2017,0.46,13,282608.7,1/8/2017,3/12/2017,0.7,0,0,0,2.46859,,,,39,4,SOYA,2016,1,-17.35046,-62.42325
7,Okinawa I,2,El Centro,soya,potencia,12/5/2016,3/20/2017,0.52,15,288461.54,1/9/2017,3/11/2017,1.05,0,0,0,2.5,Regular,regular,,10,4,SOYA,2016,1,-17.25337,-62.89017
13,Este,RG225,Triangulo,Soya,Munasqa,12/5/2016,4/17/2017,0.46,13,282608.7,1/9/2017,3/13/2017,0.7,0,0,0,1.5114094,,,,32,4,SOYA,2016,1,-17.31122,-62.4154
13,Este,RG226,Triangulo,Soya,Munasqa,12/5/2016,4/17/2017,0.46,13,282608.7,1/9/2017,3/13/2017,0.7,0,0,0,1.4354175,,,,33,4,SOYA,2016,1,-17.31366,-62.41641
13,Este,RG229,Triangulo,Soya,Munasqa,12/5/2016,4/17/2017,0.46,13,282608.7,1/9/2017,3/13/2017,0.7,0,0,0,2.1643861,,,,34,4,SOYA,2016,1,-17.32007,-62.41806
16,Norte,G-2,Las Londras,Soya,LDC 8.5,12/5/2016,4/12/2017,0.5,13,260000,42747,42804,0.7,MAP,11-52-0,100,2.6,,,,66,4,SOYA,2016,1,-16.37112,-63.47879
16,Norte,B-1,Las Londras,Soya,Syngenta 9074,12/6/2016,3/30/2017,0.5,13,260000,42750,42805,0.7,MAP,11-52-0,100,1.53,,,,62,4,SOYA,2016,1,-16.42246,-63.44669
17,Norte,4A,Guineal,Soya,SW-4863,12/6/2016,4/5/2017,0.52,13,250000,1/15/2017,3/26/2017,0.75,0,0,0,2.1824397,,,,75,4,SOYA,2016,1,-16.48085,-63.44698
18,Norte,F-3,Panama,Soya,SW-4863,12/7/2016,4/30/2017,0.52,15,288461.54,42749,,0.6,0,0,0,1.9261456,,,,94,4,SOYA,2016,1,-16.74465,-63.19361
19,Norte,E-3,Los Suenos,Soya,SW-4863,12/7/2016,3/4/2017,0.52,16,307692.31,42749,42784,0.7,0,0,0,2.1850545,,,,102,4,SOYA,2016,1,-16.47441,-63.43441
19,Norte,G-2,Los Suenos,Soya,LDC 8.5,12/9/2016,3/24/2017,0.52,15,288461.54,42753,,0.65,0,0,0,1.9258937,,,,104,4,SOYA,2016,1,-16.48252,-63.42708
8,Este,1,La nina,Soya,Munasqa,12/13/2016,4/4/2017,0.52,16,307692.31,1/17/2017,3/18/2017,0.95,0,0,0,2.8,Regular,Bueno,,11,4,SOYA,2016,1,-17.38391,-62.57201
17,Norte,10C,Guineal,Soya,SW-4863,12/13/2016,4/12/2017,0.52,14,269230.77,1/22/2017,4/2/2017,0.75,0,0,0,1.7807539,,,,70,4,SOYA,2016,1,-16.49887,-63.38968
19,Norte,E-2,Los Suenos,Soya,LDC 8.5,12/13/2016,3/27/2017,0.52,15,288461.54,42757,,0.65,0,0,0,1.8350571,,,,101,4,SOYA,2016,1,-16.473,-63.4355
18,Norte,C-2,Panama,Soya,NA-8015,12/15/2016,4/18/2017,0.52,14,269230.77,42760,,0.6,0,0,0,1.4781449,,,,87,4,SOYA,2016,1,-16.78241,-63.17399
15,Este,13,Chihuahua,Soya,Munasqa,12/16/2016,4/13/2017,0.52,13,250000,1/20/2017,3/24/2017,0.75,0,0,0,2.2,Regular,BUENA,,53,4,SOYA,2016,1,-17.06327,-61.95457
17,Norte,1A,Guineal,Soya,NA-8009,12/16/2016,4/10/2017,0.52,15,288461.54,1/25/2017,3/30/2017,0.75,0,0,0,2.2491983,,,,72,4,SOYA,2016,1,-16.46264,-63.44027
17,Norte,1R1,Guineal,Soya,NA-8009,12/16/2016,4/10/2017,0.52,15,288461.54,1/25/2017,3/30/2017,0.65,0,0,0,0.97605775,,,,73,4,SOYA,2016,1,-16.5036,-63.40421
15,Este,15,Chihuahua,Soya,Munasqa,12/17/2016,4/14/2017,0.52,13,250000,1/21/2017,3/25/2017,0.7,0,0,0,2.2,Regular,BUENA,,54,4,SOYA,2016,1,-17.05879,-61.95797
19,Norte,C-5,Los Suenos,Soya,NA-8015,12/17/2016,4/19/2017,0.52,15,288461.54,42759,,0.75,0,0,0,2.4326042,,,,100,4,SOYA,2016,1,-16.48298,-63.44672
18,Norte,C-5,Panama,Soya,NA-8015,12/18/2016,4/28/2017,0.52,14,269230.77,42763,,0.6,0,0,0,0.7930303,,,,89,4,SOYA,2016,1,-16.77288,-63.16269
19,Norte,B-2,Los Suenos,Soya,Candelabro,12/18/2016,4/25/2017,0.52,14,269230.77,42762,,0.65,0,0,0,1.6683448,,,,98,4,SOYA,2016,1,-16.46286,-63.44282
19,Norte,B-8,Los Suenos,Soya,SW-4863,12/18/2016,4/19/2017,0.52,14,269230.77,42760,,0.7,0,0,0,1.8246761,,,,99,4,SOYA,2016,1,-16.46876,-63.42963
19,Norte,G-8,Los Suenos,Soya,SW-4863,12/19/2016,4/28/2017,0.52,16,307692.31,42761,,0.7,0,0,0,1.9665914,,,,105,4,SOYA,2016,1,-16.49075,-63.42456
18,Norte,G-2,Panama,Soya,NA-8009,12/22/2016,8/4/2017,0.52,15,288461.54,42766,42938,0.7,0,0,0,2.1171774,,,,95,4,SOYA,2016,1,-16.73919,-63.21068
18,Norte,D-4,Panama,Soya,SW-4863,1/1/2017,4/29/2017,0.52,15,288461.54,42774,,0.6,0,0,0,1.5759322,,,,90,4,SOYA,2016,1,-16.76408,-63.17366
18,Norte,E-4,Panama,Soya,SW-4863,1/3/2017,4/29/2017,0.52,15,288461.54,42776,,0.65,0,0,0,2.5574459,,,,91,4,SOYA,2016,1,-16.75335,-63.1813
1,Centro,1,N. Horizonte,Soya,"DM 6,8",1/15/2017,4/20/2017,0.35,15,428571.43,2/18/2017,4/14/2017,0.6,0,0,0,1.5,Regular,Regular,,1,4,SOYA,2016,1,-17.22852,-62.83062
14,Este,B04,Europa,Maiz,Agri-104,3/7/2017,7/26/2017,0.42,2.5,59523.81,5/11/2017,7/5/2017,2.1,0,0,0,2.4363708,,,,45,1,MAIZ,2017,0,-17.05833,-62.35004
14,Este,F11,Europa,Maiz,Agri-104,3/9/2017,7/21/2017,0.42,2.5,59523.81,5/13/2017,7/7/2017,2.1,0,0,0,1.7347419,,,,50,1,MAIZ,2017,0,-17.08271,-62.39614
3,Centro,1,Okinawa 2,Sorgo,Fox,3/10/2017,6/25/2017,0.4,9.5,237500,4/21/2017,6/5/2017,1.05,0,0,0,2.6,Bueno,Bueno,,4,2,SORGO,2017,0,-17.43107,-62.79027
3,Centro,2,Okinawa 2,Sorgo,Fox,3/10/2017,6/25/2017,0.4,9.5,237500,4/21/2017,6/5/2017,1.05,0,0,0,2.4,Bueno,Bueno,,5,2,SORGO,2017,0,-17.43241,-62.81361
10,Este,1 a 6,Chihuahua,Sorgo,Argensor,3/20/2017,7/13/2017,0.52,11,211538.46,5/4/2017,6/26/2017,1.2,0,0,0,2.69,Bueno,Bueno,,14,2,SORGO,2017,0,-17.23431,-62.15536
10,Este,1 a 13,Los Robles,Sorgo,Argensor,3/20/2017,7/16/2017,0.52,11.5,221153.85,5/4/2017,6/26/2017,1.2,0,0,0,2.87,Regular,Bueno,,15,2,SORGO,2017,0,-17.03321,-62.0362
14,Este,A23,Europa,Maiz,Agri-104,3/20/2017,8/9/2017,0.42,2.5,59523.81,5/24/2017,7/18/2017,2.1,0,0,0,1.964483,,,,44,1,MAIZ,2017,0,-17.11616,-62.33236
13,Este,SFco3,San Francisco,Girasol,DK-4045,3/22/2017,7/15/2017,0.52,11,211538.46,5/26/2017,7/5/2017,1.7,0,0,0,1.2087053,,,,40,6,GIRASOL,2017,0,-17.25746,-62.24966
14,Este,B17,Europa,Sorgo,DK-65,3/31/2017,8/20/2017,0.42,8,190476.19,5/15/2017,7/9/2017,1.2,0,0,0,2.359569,,,,46,2,SORGO,2017,0,-17.09826,-62.34688
15,Este,1,Chihuahua,Sorgo,fox,4/5/2017,7/30/2017,0.52,2,38461.538,5/20/2017,7/21/2017,1.1,0,0,0,2.7,Regular,BUENA,,51,2,SORGO,2017,0,-17.08809,-61.93275
15,Este,3,Chihuahua,Sorgo,fox,4/5/2017,8/3/2017,0.52,12,230769.23,5/20/2017,7/21/2017,1.1,0,0,0,2.7,Regular,BUENA,,55,2,SORGO,2017,0,-17.08539,-61.93736
15,Este,5,Chihuahua,Sorgo,fox,4/6/2017,7/30/2017,0.52,11,211538.46,5/20/2017,7/22/2017,1.1,0,0,0,2.7,Regular,BUENA,,56,2,SORGO,2017,0,-17.08142,-61.9413
15,Este,7,Chihuahua,Sorgo,fox,4/6/2017,8/4/2017,0.52,11,211538.46,5/18/2017,7/22/2017,1.1,0,0,0,2.7,Regular,BUENA,,57,2,SORGO,2017,0,-17.07688,-61.94441
14,Este,C11,Europa,Sorgo,DK-65,4/9/2017,8/19/2017,0.42,8,190476.19,5/24/2017,7/18/2017,1.2,0,0,0,2.0515698,,,,47,2,SORGO,2017,0,-17.08261,-62.3608
8,Este,1,La nina,Sorgo,P 83G15,4/11/2017,8/4/2017,0.52,11,211538.46,5/24/2017,7/18/2017,1.15,0,0,0,3.5,Bueno,Bueno,,11,2,SORGO,2017,0,-17.38391,-62.57201
