producer_id,zone,lot,plot,orig_crop,variety,seedtime,harvest_date,flag,Unnamed: 10,show_furrow,n_plants_m,n_plants_ha,date_beginning_flowering,mature_maturation_date,plant_height,fertitilized,type_of_fertilizer,dose_kg_ha,rend_ton_ha,cond_climaticas_de_la_campana,producer_handling,notes,id_lot,cultivation_id,culture,yr,summer,latitude,longitude,flowering_date,seed_date,diff_date,closest_date_index_ndvi,closest_date_index_ndpi,closest_date_index_pp,closest_date_index_vhi,closest_id_grid,ndvi,ndpi,pp,vhi,ndvi_anomaly,ndpi_anomaly,pp_anomaly,vhi_anomaly,ndvi_anomaly_minus_1_month,ndpi_anomaly_minus_1_month,pp_anomaly_minus_1_month,vhi_anomaly_minus_1_month,ndvi_anomaly_minus_2_month,ndpi_anomaly_minus_2_month,pp_anomaly_minus_2_month,vhi_anomaly_minus_2_month,ndvi_anomaly_seed_date,ndpi_anomaly_seed_date,pp_anomaly_seed_date,vhi_anomaly_seed_date,ndvi_seed_date,ndvi_anomaly_seed_date_minus_1_month,ndpi_anomaly_seed_date_minus_1_month,pp_anomaly_seed_date_minus_1_month,vhi_anomaly_seed_date_minus_1_month,ndvi_anomaly_seed_date_minus_2_month,ndpi_anomaly_seed_date_minus_2_month,pp_anomaly_seed_date_minus_2_month,vhi_anomaly_seed_date_minus_2_month,ndvi_anomaly_flowering_date,ndpi_anomaly_flowering_date,pp_anomaly_flowering_date,vhi_anomaly_flowering_date,ndvi_flowering_date,ndpi_flowering_date,pp_flowering_date,vhi_flowering_date,ndvi_anomaly_flowering_date_minus_1_month,ndpi_anomaly_flowering_date_minus_1_month,pp_anomaly_flowering_date_minus_1_month,vhi_anomaly_flowering_date_minus_1_month,ndvi_anomaly_flowering_date_minus_2_month,ndpi_anomaly_flowering_date_minus_2_month,pp_anomaly_flowering_date_minus_2_month,vhi_anomaly_flowering_date_minus_2_month,Month,Year,ENSO,pixel_id,anomaly_sum,swc_sum,climatology_sum
16,Norte,H-2,Las Londras,Sorgo,Timbo,,2016-09-13,False,,0.45,11.0,244444.44,45,110,1.1,MAP,11-52-0,100,1.0,,,,67,2,SORGO,2016,0,-16.36096,-63.48191,,2016-05-14,122 days,,,,,0,5742.06060606061,0.0468676055314737,7.94872398376465,39.8578351669099,-1202.4154040404,-0.215321887908664,-2.108068343997,-21.0490692717861,-49269.8137626263,19.4583738308846,154.353663357099,-783.429081286129,-91169.2096748738,12.3042206757925,58.456195520858,-1931.84278899191,82.4185869107741,0.185912941957231,-2.78927284777165,-12.5057899488273,5044.12815656566,19989.5817155934,8.12369351709489,-38.6393619115154,-496.30320548198,-4366.69252420036,8.29267054664814,-147.570695453634,-931.913043532652,,,,,,,,,,,,,,,,,9.0,2016.0,ninia,0.0,0.0,0.0,0.0
14,Este,B04,Europa,Maiz,Maiz 355,2013-03-10,2013-08-20,True,,0.42,2.4,57142.857,5/14/2013,7/13/2013,2.1,0,0,0,1.9947423,,,,45,1,MAIZ,2013,0,-17.05833,-62.35004,2013-05-14,2013-03-10,163 days,4834.0,4882.0,4882.0,11817.0,1,4732.78077411168,-0.260861509642801,9.10067828467133,14.1985723829853,518.225385998308,0.209239604326055,1.76857833020184,-12.7193606415446,46486.9648107022,-5.64800898735485,-42.8501034555723,-384.292874939497,106540.560464256,-9.99705774086006,-74.789664921365,-209.520926044892,263.068527918783,-0.137117338626542,-6.40110247082302,-20.6970304447016,6237.00126903553,27900.6829296329,-15.0050268429617,-326.984912352287,-691.904257699333,43094.3854511514,-6.44224152985102,-318.040930484714,-1266.04824297406,-573.160519775804,1.05487162161778,7.77058502358216,-25.3392414335948,6219.06535532995,1.1208966939394,18.2803087531973,27.3844022900048,-22986.6557608926,-4.35032182647198,-99.5374464131186,-883.337059530204,-36100.4391656091,1.79139644236596,-109.04619379381,-1606.26338762282,8.0,2013.0,,0.0,10141.265151515152,25988.0,15846.734848484848
14,Este,A09,Europa,Sorgo,DAS-5000,2013-03-19,2013-07-24,True,,0.42,9.0,214285.71,5/3/2013,7/7/2013,1.1,0,0,0,2.3236313,,,,43,2,SORGO,2013,0,-17.07043,-62.33751,2013-05-03,2013-03-19,127 days,4823.0,4871.0,4871.0,11806.0,2,5894.3431122449,-0.297865187863079,7.79781951904297,19.288443640594,731.427561649661,-0.0275893993171939,0.135507895549138,-8.29274895490575,43865.5127949617,-2.81928530559648,-14.7422436336676,141.275365740973,102117.798974277,-2.80888189798411,-45.513636962076,-173.271866389947,-1737.71960034014,-0.321162707602633,-8.29264706969261,-19.3501997998023,3799.4368622449,-10027.8515832964,-10.9354071063994,-269.941147094592,-599.840218148904,8309.11081807751,-1.57477317141137,-252.626528531934,-1279.05422288691,1549.20062712585,0.287106192992383,0.638862550258637,-27.7861879728443,6749.4980867347,0.222298743153974,9.86462178230286,24.3905158464049,22223.0585671769,11.8633771117442,107.183678373198,-914.857636274194,-14995.5961681547,0.469207142005273,-157.261619878809,-1528.42422687092,7.0,2013.0,,0.0,8117.090909090907,20801.0,12683.90909090909
12,Este,15-N,AgroOriente,Trigo,A9829R,2013-03-31,2013-08-09,True,,0.17,50.0,2941176.5,5/9/2013,7/13/2013,,0,0,0,,Malo,Regular,,27,5,TRIGO,2013,0,-16.92304,-62.40913,2013-05-09,2013-03-31,131 days,4829.0,4877.0,4877.0,11812.0,3,5189.06979695431,-0.45069456412344,6.24210937817891,27.5287031656523,463.692734771573,-0.0728649887313264,-0.160636034607887,-29.1776223231029,36170.2880314086,-4.74497551698194,-16.633660800755,-484.877718000194,84701.9066994501,-1.88559901464993,11.2379568889737,-371.18380252346,-750.05368284687,-0.366031811844038,-8.13485359069374,-17.5091479103332,4701.06313451777,-27944.2267607868,-10.2625209117453,-259.857195307087,-181.9997711938,-2940.70940493267,-19.9322535307416,-503.627798592258,-390.735869615993,1530.56154822335,-0.418809677309794,-6.29987444877624,-9.0226859300197,7196.69543147208,-0.459920614872707,4.00336380004883,38.5631234319821,7854.42714942892,4.08077571482837,32.1093036899964,-470.953482285165,-18272.3150645093,1.48503484021034,-102.000497400761,-793.850622120559,8.0,2013.0,,0.0,8249.757575757576,20998.0,12748.242424242426
12,Este,14-N,AgroOriente,Trigo,A9829R,2013-04-01,2013-08-17,True,,0.17,50.0,2941176.5,5/10/2013,7/14/2013,,0,0,0,,Malo,Regular,,25,5,TRIGO,2013,0,-16.92482,-62.40973,2013-05-10,2013-04-01,138 days,4830.0,4878.0,4878.0,11813.0,4,4812.50757575758,-0.405173843715209,6.88524007797241,28.0699996948242,363.50505050505,-0.470235864730435,-3.36678364177545,-26.3374091181268,28461.2916666667,-4.74637975801753,-21.507532868286,-655.237089599127,73737.1922348485,-6.53692386161939,-25.3522904535135,-641.996041469913,-706.294981060607,-0.273685594776743,-6.98559525857369,-17.5902475409951,4738.51515151515,-29866.0791508839,-10.2062195293809,-257.852849873404,-200.241479309008,-10425.4118184542,-22.1176991443455,-533.974943857433,-394.039708155532,1967.9876104798,-0.393664161194725,-6.28962446351846,-8.90694196428699,7336.11742424242,-0.402046113858006,4.60060725212097,38.1653542503121,15752.4766414141,1.86160645957851,2.38922188182673,-461.689850983352,-10461.0617108586,1.00433896253694,-104.588431743781,-797.567208069824,8.0,2013.0,,0.0,8572.257575757576,22023.0,13450.742424242424
14,Este,B17,Europa,Girasol,DK-4045,2013-04-02,2013-07-19,True,,0.42,2.6,61904.762,6/3/2013,7/6/2013,1.9,0,0,0,1.6357053,,,,46,6,GIRASOL,2013,0,-17.09826,-62.34688,2013-06-03,2013-04-02,108 days,4854.0,4902.0,4902.0,11837.0,5,7862.85469543147,-0.269602734662006,8.04553050994873,24.3951537597826,1502.37846340948,0.132232737722843,1.20464552491903,12.0380998303554,40523.1176766074,-5.49133259836773,-45.2848320215941,443.287179895071,58896.0744104272,-6.30417479404037,-84.2846216405431,425.630160551533,-2391.63106757614,-0.0865872320999796,-3.96249715983868,-19.6998959396559,4004.26649746193,-26930.0791957487,-11.7570655014246,-270.723466170331,-626.527439269853,-2593.03942831892,-25.1990567036084,-563.874610911434,-1234.77644897527,683.080107868021,-0.361885031306915,-4.08424802720547,-1.98204608685523,8207.75126903553,-0.429299116585382,3.20849995613098,43.8199996948242,-28753.8988340736,6.94539675443668,12.3997340644399,-444.59205791466,-110613.333465525,19.0025574282811,121.617067880432,-994.975324824413,7.0,2013.0,,0.0,7078.636363636363,17656.0,10577.363636363636
14,Este,C11,Europa,Sorgo Forrajero,Jumbo,2013-04-02,2013-08-08,True,,0.42,7.0,166666.67,5/20/2013,7/21/2013,1.0,0,0,0,0.62700965,,,,47,2,SORGO FORRAJERO,2013,0,-17.08261,-62.3608,2013-05-20,2013-04-02,128 days,4840.0,4888.0,4888.0,11823.0,6,4824.28543526786,-0.21819420189611,8.84122142791748,25.2318461361617,233.64045061384,0.122808854244169,0.752038914958637,-3.6728977652861,17473.85882859,-5.05143527498627,-25.0628702715039,-162.600527046247,13630.2643112909,-3.68424739556923,-17.0413951158523,-85.5009484714567,760.124860491072,0.0016241288797573,-3.04859606325626,-21.7856240247448,5800.84681919643,-30891.3198939732,-11.3284974176112,-269.423880478988,-803.040623352275,-50158.5301336398,-24.2134709177666,-561.832005538047,-1580.59671381606,632.992722284225,-0.491172392298843,-6.25915326575438,3.77580196496771,7382.54854910714,-0.0896621798623003,7.13612451553345,61.8299980163574,41240.4856305804,2.83332943058299,-29.1107053404053,-243.910211466976,66208.7987583705,10.8770970177697,-1.95877527271707,-918.84026469657,8.0,2013.0,,0.0,8062.287878787878,20565.0,12502.712121212116
13,Este,SFco52,San Francisco,Girasol,DK-4045,2013-04-18,2013-08-18,True,,0.52,2.8,53846.154,6/2/2013,8/6/2013,1.8,0,0,0,1.10589,,,,41,6,GIRASOL,2013,0,-17.30583,-62.28137,2013-06-02,2013-04-18,122 days,4853.0,4901.0,4901.0,11836.0,7,4111.4693877551,-0.737923056510604,1.75169565677643,20.9349509185932,-232.69321322279,-0.15913586997876,-1.443955869476,12.2275837859074,25544.4432265094,-2.62712169232209,-28.6247867658734,607.801657912242,86264.9355867347,-8.07365244336432,-63.8969943394264,1467.9986949206,-1105.64340189201,-0.561228037866868,-7.45497297917803,-26.7863005919781,3372.55197704082,-34129.6168021896,9.98357355164212,43.2621586715182,-876.17778147411,-71887.7109970007,-0.66427904036703,-227.494362239167,-1532.61708891359,1595.21630527211,-0.314473257942948,-3.78165331085523,11.317059763893,7919.22959183674,-0.341744316194431,4.37056436538696,59.9632204838392,12879.657379358,9.60413861333154,58.8209718634685,-196.899084994537,-17384.7877072704,22.1720967669645,179.720086625218,-1044.69045549103,8.0,2013.0,,0.0,7371.924242424241,19342.0,11970.075757575758
12,Este,14-P,AgroOriente,Trigo,Motacu,2013-04-20,2013-08-07,True,,0.17,50.0,2941176.5,5/29/2013,7/24/2013,,0,0,0,,Malo,Regular,,26,5,TRIGO,2013,0,-16.92666,-62.41933,2013-05-29,2013-04-20,109 days,4849.0,4897.0,4897.0,11832.0,8,4692.23,-0.781295065524016,1.56921517848969,34.8263568328234,-194.649374999999,0.197111699517739,1.79350469211737,-27.8724145267379,16108.6510995371,-6.04143701989428,-27.4183915431301,-438.621341451827,62824.0308217593,-2.5173234914375,4.96590144435565,-313.22032726722,-775.738726851851,-0.647998631788525,-8.297366553545,-18.409821256057,4623.64194444444,-22625.898900463,6.63385821702937,28.6735774944226,-500.001070100548,-28883.2511574074,-2.62693479361611,-221.705825183168,-553.90290793979,1459.56055555556,0.552738938333743,4.92658021135463,-4.63332322944451,7959.58666666667,0.56123642840939,14.0784506797791,41.9715471728369,42037.7276967593,7.64290528007853,21.3776780815588,-285.918879009048,21848.4717592593,15.1108528803549,94.6353909588523,-820.50045859641,8.0,2013.0,,0.0,6722.287878787878,17597.0,10874.712121212118
12,Este,13-P,AgroOriente,Trigo,Motacu,2013-04-21,2013-08-09,True,,0.17,50.0,2941176.5,5/30/2013,7/25/2013,,0,0,0,,Malo,Regular,,24,5,TRIGO,2013,0,-16.92877,-62.41945,2013-05-30,2013-04-21,110 days,4850.0,4898.0,4898.0,11833.0,9,4925.21827411168,-0.775168979718601,1.58070385456085,12.9049185985929,-136.009940778341,-0.0728649887313264,-0.160636034607887,10.6892591609368,19910.3480726523,-4.74497551698194,-16.633660800755,574.341859062603,61016.3136632826,-1.88559901464993,11.2379568889737,1106.12485061365,-798.98448075296,-0.700138009774559,-8.81084126035372,-33.4010201461886,5024.7576142132,-9744.75244553722,6.22414858773498,28.7434393694003,-743.935251509748,-5161.4489874154,-2.55190754680187,-216.002335651095,-916.820348424398,782.841053299493,0.302948269423459,2.66925438741843,-0.708297922562402,7620.81979695432,0.242443112934046,10.8249893188477,51.7015003923656,13918.4310887267,7.99316534296775,26.134261199832,-426.397928538078,1342.21140016921,16.1219698475999,108.846083093021,-1279.63701068296,8.0,2013.0,,0.0,6709.757575757575,17542.0,10832.242424242422
12,Este,11-P,AgroOriente,Trigo,Motacu,2013-04-22,2013-08-12,True,,0.17,50.0,2941176.5,5/31/2013,7/26/2013,,0,0,0,,Malo,Regular,,20,5,TRIGO,2013,0,-16.93385,-62.41888,2013-05-31,2013-04-22,112 days,4851.0,4899.0,4899.0,11834.0,10,4010.51427664975,-0.773851033067679,1.6017786026001,13.210000038147,-683.551276967005,-0.436931049889243,-3.2365512162447,7.62199472748077,19395.4681551396,-3.94968398037958,-10.48181750079,537.883756898219,59224.1058322758,-3.10943366744881,1.29352093835672,1095.94749971105,-805.270093062606,-0.615521187239707,-7.59871762891611,-33.2679103629721,4631.60310913706,-19879.8350253807,5.88717404188145,29.5334764728943,-760.823311122057,-20199.7087960025,-2.58126520025539,-211.573717980956,-947.986253702085,1309.46536590525,0.0531576005131745,0.411928563482231,0.0371202838595082,8189.8730964467,-0.0763502025412981,7.57152795791626,52.3218552329296,32371.7708597716,7.85564175743878,26.274151456356,-402.168273682054,13301.0526120981,16.7909499288674,119.650191071133,-1258.53897749901,8.0,2013.0,,0.0,6735.499999999999,17708.0,10972.499999999998
